id_mutation,lot_numero,surface_carrez
2020-821943,166,139.19
2020-821946,20,30.5
2020-821947,1180,69.35
2020-821948,97,22.3
2020-821949,201,42.02
2020-821953,76,21.51
2020-821954,18,33.8
2020-821955,44,29.32
2020-821957,9,47.32
2020-821959,7,139.97
2020-821959,7,139.97
2020-821961,3,76.01
2020-821966,543,18.8
2020-821969,3,28.65
2020-821970,10,91.33
2020-821971,17,17.7
2020-821973,11,19.28
2020-821974,12,71.82
2020-821977,9,37.46
2020-821980,33,39.58
2020-821981,32,34.96
2020-821982,12,53.19
2020-821987,9,25.04
2020-821988,195,89.69
2020-821989,121,62.71
2020-821990,1,28.65
2020-821991,19,18.7
2020-821994,21,24.17
2020-821995,16,113.79
2020-822001,127,32.01
2020-822007,583,20.34
2020-822008,14,35.09
2020-822013,20,34.53
2020-822014,12,40.01
2020-822015,869,44.59
2020-822016,527,105.07
2020-822016,527,105.07
2020-822017,257,12.26
2020-822021,40,20.26
2020-822026,24,40.0
2020-822027,14,85.99
2020-822030,2,42.7
2020-822038,22,40.32
2020-822039,47,36.16
2020-822040,16,28.52
2020-822041,47,116.04
2020-822042,156,27.39
2020-822043,14,34.54
2020-822044,40,23.27
2020-822046,221,51.41
2020-822050,119,51.02
2020-822051,415,90.64
2020-822052,117,122.12
2020-822054,1141,49.58
2020-822055,395,26.82
2020-822056,16,20.28
2020-822058,152,16.8
2020-822059,1,48.39
2020-822059,1,48.39
2020-822060,10,137.86
2020-822062,25,126.44
2020-822063,1123,70.58
2020-822064,611,24.5
2020-822065,113,26.82
2020-822066,562,21.26
2020-822068,30,8.05
2020-822069,1009,50.3
2020-822070,11,23.72
2020-822072,25,15.57
2020-822073,177,52.22
2020-822075,24,15.14
2020-822076,11,15.95
2020-822081,22,8.79
2020-822085,23,28.27
2020-822086,29,8.28
2020-822092,9,11.9
2020-822094,16,32.02
2020-822096,11,25.3
2020-822097,14,26.97
2020-822098,14,50.0
2020-822099,29,20.11
2020-822101,117,35.0
2020-822102,12,34.02
2020-822104,111,47.61
2020-822106,167,27.91
2020-822112,25,53.85
2020-822116,1030,78.35
2020-822117,710,15.74
2020-822120,17,35.42
2020-822121,20,39.88
2020-822122,11,48.38
2020-822123,101,33.85
2020-822124,57,29.51
2020-822125,42,166.41
2020-822127,25,50.0
2020-822128,25,88.75
2020-822129,17,46.41
2020-822130,107,29.4
2020-822131,4,22.3
2020-822133,12,35.89
2020-822155,11,50.1
2020-822157,64,31.7
2020-822160,386,119.1
2020-822162,1301,50.85
2020-822162,1301,50.85
2020-822164,50,41.83
2020-822165,6,114.72
2020-822168,12,13.37
2020-822169,24,32.05
2020-822170,12,26.72
2020-822171,4,18.26
2020-822172,739,38.6
2020-822172,753,48.9
2020-822172,739,38.6
2020-822172,739,38.6
2020-822172,739,38.6
2020-822172,739,38.6
2020-822172,739,38.6
2020-822172,739,38.6
2020-822172,739,38.6
2020-822185,2,46.34
2020-822188,23,36.7
2020-822191,11,31.38
2020-822204,15,79.48
2020-822207,1150,109.16
2020-822209,128,17.02
2020-822212,10,35.81
2020-822213,123,34.7
2020-822215,21,55.25
2020-822216,10,30.84
2020-822217,34,25.47
2020-822220,103,46.98
2020-822223,2,61.01
2020-822225,5,26.5
2020-822226,146,28.37
2020-822228,17,17.0
2020-822229,14,25.4
2020-822230,108,70.59
2020-822234,126,45.46
2020-822235,2,41.18
2020-822236,6,27.11
2020-822237,119,43.86
2020-822240,119,126.76
2020-822241,13,21.05
2020-822242,26,35.82
2020-822243,111,39.61
2020-822244,11045,40.0
2020-822247,7,29.63
2020-822249,23,55.6
2020-822250,1617,91.93
2020-822251,1092,16.98
2020-822253,129,25.15
2020-822254,3,19.53
2020-822257,134,9.0
2020-822259,5,64.01
2020-822260,109,45.34
2020-822263,689,62.3
2020-822264,1173,43.55
2020-822265,20,42.29
2020-822266,224,18.55
2020-822266,224,18.55
2020-822266,224,18.55
2020-822269,13,30.1
2020-822270,37,38.51
2020-822271,12,38.27
2020-822274,30,22.6
2020-822275,1,138.6
2020-822276,2,43.3
2020-822279,20,15.79
2020-822280,147,28.97
2020-822283,108,52.85
2020-822284,20,66.69
2020-822285,42,71.47
2020-822286,56,34.63
2020-822287,7,27.09
2020-822288,26,96.6
2020-822291,21,48.2
2020-822292,33,75.67
2020-822298,733,16.61
2020-822303,6,105.95
2020-822305,30,27.88
2020-822307,252,10.07
2020-822308,7,44.11
2020-822309,603,21.01
2020-822312,1,38.11
2020-822314,161,18.5
2020-822317,45,35.87
2020-822318,3,118.9
2020-822320,3,101.53
2020-822321,71,14.87
2020-822325,68,31.6
2020-822330,83,43.39
2020-822332,37,20.06
2020-822333,6,36.3
2020-822334,384,29.8
2020-822336,103,50.01
2020-822337,21,31.69
2020-822339,58,29.37
2020-822340,239,19.35
2020-822345,23,29.15
2020-822348,22,24.5
2020-822349,3009,39.11
2020-822350,475,39.2
2020-822351,230,34.58
2020-822352,20,60.63
2020-822357,66,54.23
2020-822360,141,25.28
2020-822361,1,92.06
2020-822365,22,26.21
2020-822366,23,21.07
2020-822374,131,78.08
2020-822378,1030,25.69
2020-822379,1640,63.88
2020-822380,1016,55.03
2020-822381,33,36.41
2020-822384,4,12.24
2020-822388,116,98.0
2020-822388,1,485.0
2020-822388,116,98.0
2020-822388,116,98.0
2020-822388,1,485.0
2020-822389,151,18.6
2020-822401,19,34.96
2020-822406,31,26.49
2020-822410,25,68.6
2020-822415,154,91.89
2020-822427,25,18.91
2020-822428,12,28.05
2020-822430,166,80.28
2020-822431,1,66.43
2020-822432,26,54.21
2020-822434,18,56.88
2020-822435,13,58.26
2020-822438,2,200.39
2020-822438,2,200.39
2020-822439,13,48.3
2020-822440,32,15.73
2020-822441,53,47.59
2020-822442,17,28.92
2020-822443,4,65.1
2020-822446,9587,26.86
2020-822447,116,46.66
2020-822448,2010,49.04
2020-822453,20,30.41
2020-822458,6,34.06
2020-822460,103,88.46
2020-822461,117,33.37
2020-822463,2,50.19
2020-822465,1063,15.83
2020-822466,116,60.9
2020-822469,14,30.08
2020-822470,28,79.3
2020-822472,254,17.0
2020-822473,206,32.8
2020-822475,22,25.24
2020-822479,285,100.94
2020-822480,22,41.47
2020-822481,49,44.49
2020-822482,316,40.51
2020-822485,5,60.4
2020-822490,1014,77.0
2020-822503,30,34.07
2020-822506,31,40.42
2020-822507,23,35.58
2020-822509,20,29.91
2020-822516,21,34.24
2020-822519,31,96.25
2020-822520,34,29.4
2020-822521,196,47.52
2020-822522,18,23.99
2020-822523,26,40.7
2020-822524,10,30.81
2020-822525,13,42.47
2020-822526,20,8.53
2020-822529,651,14.27
2020-822530,3,18.97
2020-822533,124,86.81
2020-822535,102,91.22
2020-822537,33,17.97
2020-822538,20,45.78
2020-822539,58,56.35
2020-822539,14,36.71
2020-822540,1107,83.0
2020-822541,2,36.2
2020-822542,1031,25.44
2020-822543,7,30.99
2020-822544,5,29.59
2020-822545,151,28.39
2020-822547,4,21.63
2020-822548,29,42.11
2020-822550,17,33.2
2020-822556,12,49.61
2020-822558,507,51.81
2020-822564,18,62.72
2020-822567,23,10.1
2020-822571,38,36.15
2020-822575,17,41.98
2020-822576,327,52.07
2020-822578,29,27.16
2020-822579,8,25.29
2020-822581,67,13.73
2020-822581,379,62.26
2020-822582,13,39.34
2020-822586,32,23.92
2020-822587,20,15.01
2020-822589,13,12.3
2020-822590,358,67.9
2020-822591,23,19.03
2020-822592,25,14.71
2020-822593,34,36.14
2020-822596,43,34.31
2020-822596,44,18.64
2020-822599,116,54.01
2020-822600,25,44.04
2020-822602,3,37.98
2020-822605,557,16.08
2020-822606,26,72.34
2020-822607,8,29.9
2020-822609,32,35.28
2020-822610,352,84.69
2020-822612,531,249.93
2020-822619,214,67.75
2020-822621,404,109.09
2020-822622,118,45.15
2020-822623,1061,22.96
2020-822624,18,22.8
2020-822626,736,44.98
2020-822627,10,60.88
2020-822628,208,139.44
2020-822629,15,21.14
2020-822631,473,81.52
2020-822635,21,13.9
2020-822636,6034,144.73
2020-822642,30,27.34
2020-822643,26,37.97
2020-822650,2,34.67
2020-822653,105,38.8
2020-822656,6,34.27
2020-822657,105,72.01
2020-822659,33,32.55
2020-822660,63,11.04
2020-822661,103,43.68
2020-822663,12,39.81
2020-822664,105,94.74
2020-822667,5,13.18
2020-822668,12,19.31
2020-822671,12,23.45
2020-822675,226,21.87
2020-822679,714,78.05
2020-822681,32,8.24
2020-822683,11,9.24
2020-822685,1,71.81
2020-822687,208,55.95
2020-822701,50,72.45
2020-822702,2,69.23
2020-822703,68,60.85
2020-822705,27,9.26
2020-822709,33,37.45
2020-822710,29,12.57
2020-822713,10,24.62
2020-822714,12,27.29
2020-822715,36,46.79
2020-822716,1,66.6
2020-822725,16,22.39
2020-822730,6,44.25
2020-822732,125,40.2
2020-822733,119,35.76
2020-822734,11,73.03
2020-822735,12,31.01
2020-822736,29,29.8
2020-822737,40,15.7
2020-822738,20,20.4
2020-822743,1,50.04
2020-822750,2,32.62
2020-822756,9,75.8
2020-822757,135,137.7
2020-822760,14,62.42
2020-822760,14,62.42
2020-822761,102,9.17
2020-822768,20,38.27
2020-822770,11,61.5
2020-822778,54,16.33
2020-822779,14,42.79
2020-822781,1,20.53
2020-822781,2,24.18
2020-822781,3,25.04
2020-822781,4,25.2
2020-822782,1001,50.19
2020-822783,7,57.1
2020-822786,6,76.22
2020-822787,24,44.11
2020-822788,10,42.18
2020-822790,4,59.13
2020-822794,103,39.2
2020-822795,115,39.7
2020-822796,183,111.73
2020-822797,34,25.32
2020-822798,16,52.18
2020-822799,19,11.07
2020-822800,523,23.23
2020-822802,1,36.95
2020-822803,38,49.2
2020-822805,60,40.84
2020-822811,2,40.5
2020-822812,11,77.19
2020-822815,11,44.62
2020-822816,13,36.56
2020-822818,99,7.82
2020-822820,18,13.55
2020-822821,20,30.03
2020-822822,12,22.33
2020-822824,17,49.5
2020-822825,4,27.01
2020-822828,2,43.32
2020-822829,82,13.74
2020-822830,59,39.21
2020-822832,26,67.5
2020-822832,22,67.5
2020-822833,21,39.55
2020-822840,15,28.86
2020-822842,110,21.26
2020-822844,236,33.02
2020-822845,20,38.23
2020-822849,3,57.19
2020-822850,3461,43.57
2020-822852,15,34.24
2020-822853,2,32.9
2020-822855,67,39.58
2020-822856,13,64.6
2020-822859,28,51.13
2020-822869,2,19.45
2020-822870,14,39.34
2020-822871,14,65.38
2020-822872,52,143.89
2020-822879,17,49.65
2020-822880,15,54.18
2020-822881,43,29.52
2020-822882,35,19.3
2020-822890,40,26.43
2020-822891,13,51.54
2020-822892,23,34.66
2020-822893,4,31.18
2020-822894,3,12.0
2020-822895,6,65.76
2020-822896,27,57.29
2020-822897,28,81.1
2020-822898,19,81.1
2020-822899,47,25.71
2020-822902,136,34.36
2020-822903,7,62.8
2020-822904,1,64.36
2020-822905,55,15.22
2020-822906,5,69.35
2020-822907,174,8.32
2020-822909,10,73.05
2020-822910,21,50.33
2020-822910,21,50.33
2020-822911,13,22.58
2020-822913,4,109.7
2020-822914,4,18.36
2020-822919,6,47.81
2020-822921,103,55.22
2020-822922,22,11.0
2020-822923,15,14.27
2020-822925,10,32.02
2020-822926,22,12.2
2020-822928,229,19.22
2020-822929,8,26.25
2020-822931,6,112.82
2020-822939,14,29.45
2020-822940,18,79.97
2020-822941,11,55.46
2020-822942,65,51.35
2020-822944,49,91.1
2020-822945,317,26.87
2020-822949,114,16.54
2020-822950,3,41.13
2020-822951,41,29.7
2020-822952,18,16.5
2020-822953,10,71.16
2020-822954,20,20.96
2020-822955,7,13.3
2020-822959,23,40.89
2020-822963,10,85.2
2020-822964,33,32.5
2020-822966,214,94.17
2020-822967,11,79.8
2020-822969,8,28.16
2020-822973,11,73.03
2020-822974,74,36.43
2020-822975,468,52.51
2020-822980,108,23.37
2020-822982,23,74.63
2020-822983,1,24.39
2020-822984,14,32.33
2020-822985,11,69.77
2020-822986,38,99.32
2020-822987,3,25.08
2020-822988,49,95.31
2020-822988,48,95.31
2020-822989,1063,70.07
2020-822993,31,39.25
2020-822995,16,38.04
2020-822996,17,33.41
2020-822997,58,135.9
2020-822997,58,135.9
2020-822999,165,71.1
2020-823000,14,29.61
2020-823001,515,11.2
2020-823002,11,60.65
2020-823003,27,13.16
2020-823004,25,71.02
2020-823005,5,54.22
2020-823007,131,48.25
2020-823010,19,197.6
2020-823010,19,197.6
2020-823012,11,120.51
2020-823014,105,39.23
2020-823016,107,32.45
2020-823017,18,33.02
2020-823018,1050,58.89
2020-823019,12,54.02
2020-823022,60,44.35
2020-823024,1,106.73
2020-823028,27,1.51
2020-823028,27,1.51
2020-823030,8,39.59
2020-823032,8,23.46
2020-823035,15,29.0
2020-823036,6,17.6
2020-823037,80,41.81
2020-823039,3531,59.98
2020-823041,44,33.01
2020-823043,34,20.55
2020-823044,21,25.43
2020-823045,10,42.18
2020-823047,228,55.35
2020-823050,10,26.09
2020-823053,40,21.48
2020-823054,14,72.69
2020-823055,236,12.07
2020-823058,264,53.34
2020-823059,103,39.69
2020-823061,37,24.25
2020-823062,15,42.28
2020-823063,4,30.84
2020-823064,108,78.2
2020-823065,3,28.62
2020-823066,3,43.07
2020-823069,224,47.83
2020-823072,308,54.04
2020-823074,17,95.4
2020-823075,229,58.61
2020-823076,22,115.0
2020-823077,46,32.0
2020-823080,20,42.29
2020-823081,36,123.37
2020-823082,20,22.05
2020-823083,47,27.74
2020-823084,3,38.51
2020-823086,4,48.33
2020-823087,21,64.06
2020-823089,11,31.2
2020-823090,11,21.72
2020-823091,18,25.55
2020-823093,15,40.93
2020-823097,43,45.13
2020-823098,11,57.51
2020-823099,38,20.22
2020-823100,13,23.52
2020-823101,25,23.25
2020-823103,18,20.63
2020-823105,22,36.12
2020-823106,1,39.1
2020-823107,30,55.25
2020-823108,31,45.55
2020-823109,5,21.0
2020-823110,618,37.95
2020-823111,3560,48.01
2020-823113,64,10.82
2020-823114,26,20.81
2020-823117,8,28.0
2020-823124,2,29.3
2020-823125,38,28.08
2020-823126,15,52.17
2020-823128,44,42.25
2020-823129,49,26.38
2020-823131,28,8.23
2020-823132,36,54.7
2020-823133,10,66.82
2020-823134,4,14.77
2020-823135,6,36.58
2020-823139,26,41.14
2020-823140,31,16.31
2020-823141,12,82.55
2020-823142,19,65.67
2020-823144,10,53.4
2020-823145,1,58.77
2020-823145,1,58.77
2020-823146,104,60.38
2020-823147,37,116.35
2020-823148,2,15.53
2020-823149,10,51.81
2020-823150,10,35.89
2020-823151,16,44.03
2020-823154,21,36.0
2020-823158,63,17.26
2020-823159,1127,72.04
2020-823162,109,105.04
2020-823163,37,21.77
2020-823166,101,15.33
2020-823167,24,37.0
2020-823169,306,42.53
2020-823170,32,14.32
2020-823171,301,41.63
2020-823172,1,118.6
2020-823175,3,15.58
2020-823176,20,35.54
2020-823179,10,31.78
2020-823180,409,48.83
2020-823181,59,17.05
2020-823182,11,84.83
2020-823184,16,56.56
2020-823186,29,34.6
2020-823188,35,9.33
2020-823189,23,37.01
2020-823190,12,35.76
2020-823191,13,51.74
2020-823192,57,15.56
2020-823193,159,58.85
2020-823194,28,60.91
2020-823195,270,29.01
2020-823196,10,51.38
2020-823199,37,11.54
2020-823200,514,72.42
2020-823201,7,22.95
2020-823202,34,30.59
2020-823203,10,74.35
2020-823205,11,38.02
2020-823206,16,29.7
2020-823207,12,27.43
2020-823209,24,62.37
2020-823210,13,28.61
2020-823211,17,79.83
2020-823217,16,15.35
2020-823219,21,30.05
2020-823220,2,138.88
2020-823223,5,68.62
2020-823224,37,23.21
2020-823228,13,11.65
2020-823231,16,110.52
2020-823232,401,391.94
2020-823232,401,391.94
2020-823234,10,13.75
2020-823235,63,10.23
2020-823236,8,38.98
2020-823237,12,39.26
2020-823238,140,40.02
2020-823239,5,26.08
2020-823241,16,16.49
2020-823242,34,23.31
2020-823247,117,61.47
2020-823248,103,48.04
2020-823248,103,48.04
2020-823249,188,51.43
2020-823251,11,44.15
2020-823252,16,36.16
2020-823253,19,72.12
2020-823254,115,48.09
2020-823256,16,28.02
2020-823257,7,27.45
2020-823260,209,64.58
2020-823262,10,104.74
2020-823265,10,30.26
2020-823265,14,30.26
2020-823267,91,15.44
2020-823268,9,106.09
2020-823269,63,58.5
2020-823272,41,56.64
2020-823274,19,32.95
2020-823275,251,14.79
2020-823276,8,34.46
2020-823277,19,40.36
2020-823280,22,93.74
2020-823281,3,73.08
2020-823283,18,41.54
2020-823284,26,53.62
2020-823286,32,120.2
2020-823286,32,120.2
2020-823287,32,13.6
2020-823288,18,52.74
2020-823292,19,28.9
2020-823294,47,41.37
2020-823296,20,33.25
2020-823297,18,33.1
2020-823299,20,54.31
2020-823300,24,62.89
2020-823303,21,34.31
2020-823304,39,18.87
2020-823306,432,52.16
2020-823309,31,24.63
2020-823310,14,67.05
2020-823311,3,50.8
2020-823312,11,30.54
2020-823313,451,132.0
2020-823313,450,132.23
2020-823314,14,167.87
2020-823315,5,40.28
2020-823316,17,29.22
2020-823317,14,92.09
2020-823320,37,33.89
2020-823322,8,70.66
2020-823324,12,44.06
2020-823326,26,79.97
2020-823327,22,7.28
2020-823332,84,23.52
2020-823333,27,27.41
2020-823337,22,38.08
2020-823339,142,62.34
2020-823343,17,10.56
2020-823344,32,49.15
2020-823345,22,28.0
2020-823346,181,36.51
2020-823347,29,31.65
2020-823348,18,84.0
2020-823351,85,29.92
2020-823352,14,30.35
2020-823354,129,83.16
2020-823356,45,18.85
2020-823357,3,110.04
2020-823358,61,24.15
2020-823360,2,36.89
2020-823362,100,67.74
2020-823363,16,36.84
2020-823367,16,48.09
2020-823368,2,77.97
2020-823369,19,48.63
2020-823371,330,42.84
2020-823372,28,10.05
2020-823373,59,69.09
2020-823375,31,21.84
2020-823376,41,18.12
2020-823377,1,93.92
2020-823378,15,35.36
2020-823379,10,29.05
2020-823382,29,16.49
2020-823383,11,66.62
2020-823384,17,24.93
2020-823385,215,49.98
2020-823389,582,88.8
2020-823392,22,35.67
2020-823393,19,17.78
2020-823395,110,65.09
2020-823396,8,30.06
2020-823398,43,28.5
2020-823401,36,47.64
2020-823402,18,22.91
2020-823403,21,70.64
2020-823404,2,41.11
2020-823407,66,7.98
2020-823408,15,45.04
2020-823411,12,32.49
2020-823415,745,108.11
2020-823421,46,38.89
2020-823424,66,79.4
2020-823426,1,84.14
2020-823431,7,99.37
2020-823432,32,63.05
2020-823433,32,20.75
2020-823435,10,70.13
2020-823436,1028,98.8
2020-823440,14,44.03
2020-823444,20,35.37
2020-823451,101,184.27
2020-823452,101,112.19
2020-823453,1,92.61
2020-823454,9,56.17
2020-823455,26,53.91
2020-823456,10,35.08
2020-823458,31,42.02
2020-823460,75,44.79
2020-823461,19,24.69
2020-823465,3513,48.29
2020-823469,4,87.01
2020-823471,6,45.61
2020-823472,56,18.59
2020-823473,34,13.87
2020-823475,11,64.71
2020-823476,10,27.17
2020-823477,7,56.55
2020-823479,17,60.89
2020-823481,2,32.12
2020-823482,42,25.74
2020-823482,43,14.2
2020-823482,44,17.61
2020-823482,41,30.24
2020-823482,45,14.25
2020-823482,46,18.54
2020-823485,5,13.61
2020-823486,149,47.74
2020-823487,17,32.1
2020-823489,21,13.31
2020-823490,37,23.76
2020-823491,21,27.43
2020-823493,28,80.96
2020-823495,16,14.08
2020-823496,18,54.97
2020-823497,20,3.71
2020-823497,7,59.08
2020-823500,157,34.06
2020-823502,22,36.38
2020-823503,321,25.4
2020-823504,7,32.4
2020-823505,13,16.65
2020-823507,118,25.82
2020-823508,45,10.67
2020-823510,33,43.52
2020-823511,37,44.71
2020-823512,19,28.22
2020-823515,23,39.55
2020-823516,15,29.51
2020-823519,23,55.43
2020-823520,365,70.82
2020-823521,106,18.17
2020-823521,1,114.14
2020-823522,16,36.82
2020-823525,4,44.83
2020-823526,49,17.22
2020-823528,231,52.29
2020-823529,13,40.59
2020-823530,54,90.25
2020-823532,13,19.5
2020-823533,25,55.96
2020-823536,11,61.25
2020-823537,122,52.66
2020-823538,29,83.0
2020-823538,28,87.0
2020-823538,47,30.0
2020-823538,20,95.0
2020-823538,50,38.0
2020-823539,1,65.15
2020-823541,11,22.71
2020-823546,11,52.75
2020-823547,10,16.75
2020-823548,14,47.16
2020-823550,2,29.59
2020-823551,17,81.34
2020-823553,3,25.72
2020-823554,21,11.52
2020-823555,66,15.55
2020-823556,6,63.9
2020-823557,11,47.04
2020-823558,2,31.46
2020-823561,45,45.6
2020-823563,51,10.02
2020-823564,15,17.02
2020-823567,349,26.94
2020-823568,8,26.81
2020-823569,43,51.56
2020-823570,12,75.58
2020-823572,2,48.77
2020-823574,43,76.31
2020-823575,3,44.93
2020-823577,42,25.5
2020-823578,10,13.49
2020-823585,1,113.08
2020-823586,17,93.73
2020-823587,11,51.49
2020-823588,153,117.23
2020-823589,32,15.01
2020-823590,10,51.02
2020-823591,187,72.6
2020-823596,3365,98.37
2020-823597,2,15.62
2020-823598,26,33.93
2020-823599,23,70.69
2020-823604,83,29.97
2020-823606,18,15.25
2020-823607,1,111.58
2020-823614,5,30.94
2020-823615,37,11.67
2020-823616,16,37.86
2020-823618,1003,87.27
2020-823621,4,62.23
2020-823622,260,19.25
2020-823625,114,95.81
2020-823626,3,52.05
2020-823628,1054,22.91
2020-823629,4,41.16
2020-823630,16,83.73
2020-823632,3,31.71
2020-823634,15,30.6
2020-823636,138,27.31
2020-823638,21,35.38
2020-823639,13,55.47
2020-823640,152,15.31
2020-823641,1060,77.74
2020-823643,53,19.42
2020-823644,115,54.41
2020-823649,15,134.69
2020-823649,15,134.69
2020-823650,17,34.86
2020-823651,28,36.15
2020-823652,103,38.98
2020-823653,245,39.54
2020-823654,16,57.39
2020-823656,47,33.46
2020-823657,31,65.36
2020-823658,4,61.13
2020-823661,11,98.26
2020-823664,14,35.14
2020-823665,87,11.62
2020-823670,1018,27.38
2020-823672,36,23.0
2020-823673,10,86.25
2020-823674,24,5.5
2020-823676,14,33.62
2020-823679,28,21.99
2020-823683,17,45.5
2020-823685,40,96.93
2020-823688,65,17.39
2020-823690,6,58.59
2020-823691,12,67.64
2020-823692,10,178.7
2020-823694,46,32.3
2020-823695,57,31.08
2020-823696,21,24.81
2020-823697,26,9.63
2020-823699,167,83.3
2020-823700,3,49.09
2020-823703,14,30.83
2020-823704,12,73.79
2020-823705,52,91.7
2020-823706,21,97.02
2020-823706,21,97.02
2020-823707,21,101.3
2020-823708,4,104.7
2020-823709,8,61.8
2020-823711,58,72.27
2020-823713,14,50.26
2020-823717,97,9.05
2020-823718,19,14.91
2020-823723,47,10.0
2020-823724,43,23.57
2020-823726,13,8.99
2020-823726,7,94.15
2020-823726,15,8.82
2020-823727,2605,42.03
2020-823729,5,57.48
2020-823735,168,60.43
2020-823737,49,70.11
2020-823738,11,34.1
2020-823740,26,18.8
2020-823742,415,33.83
2020-823746,6,142.96
2020-823747,126,140.58
2020-823749,99,21.95
2020-823750,33,100.33
2020-823751,9,15.8
2020-823758,30,35.5
2020-823762,601,114.03
2020-823764,206,48.69
2020-823765,16,58.0
2020-823766,280,47.24
2020-823767,2023,11.56
2020-823768,64,91.89
2020-823770,31,9.45
2020-823773,25,50.9
2020-823774,58,66.48
2020-823775,1,20.81
2020-823775,4,75.69
2020-823776,14,61.84
2020-823777,22,89.33
2020-823779,265,26.26
2020-823782,187,21.85
2020-823783,243,124.34
2020-823784,286,14.02
2020-823785,8,61.27
2020-823786,23,42.01
2020-823787,11,31.35
2020-823789,161,74.91
2020-823791,88,45.95
2020-823792,4,55.33
2020-823794,1011,64.32
2020-823798,6,66.19
2020-823799,68,74.83
2020-823800,30,8.4
2020-823802,321,47.06
2020-823803,13,47.2
2020-823805,320,49.14
2020-823808,6,37.85
2020-823809,41,68.05
2020-823810,111,64.12
2020-823814,15,18.86
2020-823817,23,31.17
2020-823817,31,29.96
2020-823818,54,26.53
2020-823819,24,85.56
2020-823819,24,85.56
2020-823820,118,57.51
2020-823821,19,91.89
2020-823824,16,58.0
2020-823826,10,48.0
2020-823827,10,36.17
2020-823830,33,55.84
2020-823831,45,11.15
2020-823832,312,16.49
2020-823833,39,61.06
2020-823837,23,46.76
2020-823842,285,101.73
2020-823847,103,45.6
2020-823850,26,30.24
2020-823855,632,88.18
2020-823857,1387,69.9
2020-823858,14,53.29
2020-823860,211,9.11
2020-823861,20,19.07
2020-823866,16,38.28
2020-823867,24,59.74
2020-823868,1199,25.73
2020-823870,13,58.35
2020-823871,41,31.65
2020-823875,1,117.7
2020-823876,1,73.79
2020-823878,87,28.13
2020-823879,411,49.18
2020-823880,27,12.54
2020-823881,2,53.9
2020-823883,99,44.8
2020-823885,407,62.9
2020-823888,15,15.69
2020-823891,1066,48.12
2020-823892,73,10.0
2020-823893,21,83.68
2020-823894,97,9.01
2020-823898,1,62.41
2020-823899,30,55.28
2020-823900,145,50.89
2020-823903,16,34.37
2020-823906,2,45.77
2020-823910,14,47.02
2020-823911,1,55.03
2020-823912,6,27.39
2020-823919,247,19.75
2020-823920,105,69.81
2020-823921,14,100.21
2020-823921,14,100.21
2020-823922,17,52.4
2020-823927,24,60.58
2020-823932,6,79.03
2020-823937,137,67.0
2020-823943,19,9.5
2020-823948,27,104.67
2020-823949,21,24.02
2020-823951,192,77.65
2020-823955,43,107.66
2020-823956,35,24.14
2020-823959,60,52.5
2020-823962,16,18.74
2020-823964,537,64.38
2020-823965,174,70.01
2020-823967,229,54.2
2020-823969,49,23.51
2020-823970,12,94.07
2020-823971,58,25.75
2020-823973,8,24.13
2020-823974,25,8.46
2020-823975,3,12.77
2020-823980,121,29.23
2020-823981,7,37.44
2020-823982,19,65.6
2020-823984,59,24.79
2020-823985,32,46.29
2020-823986,31,14.04
2020-823991,5,36.8
2020-823991,6,35.79
2020-823993,53,39.42
2020-823996,19,7.46
2020-823998,17,22.0
2020-823999,128,62.76
2020-824001,42,31.89
2020-824003,13,16.2
2020-824004,20,13.46
2020-824007,491,16.71
2020-824009,35,83.49
2020-824011,45,12.61
2020-824012,37,8.02
2020-824014,12,40.01
2020-824015,25,815.92
2020-824018,509,108.75
2020-824019,3,47.36
2020-824022,6,94.05
2020-824025,492,55.05
2020-824027,600,18.47
2020-824028,2624,66.3
2020-824029,18,70.74
2020-824030,109,128.12
2020-824032,10,57.91
2020-824033,12,8.38
2020-824035,31,73.54
2020-824036,66,28.53
2020-824038,103,58.34
2020-824039,21,29.02
2020-824040,41,10.46
2020-824042,1134,15.02
2020-824044,44,8.24
2020-824046,85,81.16
2020-824049,1,31.04
2020-824050,10,17.08
2020-824051,12,15.15
2020-824053,7,38.01
2020-824057,56,37.55
2020-824058,22,65.6
2020-824059,11,41.7
2020-824066,16,95.0
2020-824069,30,40.24
2020-824071,53,8.81
2020-824073,62,21.0
2020-824074,2302,789.08
2020-824075,1532,83.6
2020-824075,9,5.0
2020-824076,13,30.9
2020-824078,2,44.7
2020-824078,51,78.8
2020-824081,25,106.3
2020-824083,32,60.02
2020-824084,2,49.58
2020-824085,204,87.31
2020-824086,12,42.23
2020-824087,129,28.53
2020-824088,5,50.03
2020-824089,5,22.97
2020-824091,25,38.3
2020-824094,5,39.98
2020-824095,131,74.7
2020-824096,14,58.1
2020-824097,247,8.25
2020-824100,404,14.02
2020-824101,63,73.52
2020-824103,47,62.9
2020-824104,6,42.7
2020-824105,37,49.6
2020-824109,231,91.87
2020-824111,12,27.93
2020-824114,120,45.05
2020-824115,208,16.91
2020-824117,253,10.2
2020-824118,502,45.82
2020-824119,86,30.0
2020-824120,143,16.96
2020-824121,22,21.35
2020-824122,17,32.42
2020-824124,58,29.61
2020-824126,2,68.95
2020-824127,40,101.26
2020-824129,60,11.15
2020-824130,18,46.87
2020-824131,96,10.89
2020-824132,103,19.48
2020-824133,61,18.1
2020-824134,13,31.22
