id_mutation,lot_numero,surface_carrez
2020-814840,21,7.8
2020-814841,21,6.51
2020-814842,2,70.9
2020-814844,38,9.77
2020-814846,313,18.95
2020-814847,10,38.52
2020-814849,41,43.53
2020-814850,20,42.78
2020-814851,4,29.56
2020-814852,76,150.76
2020-814854,10,46.08
2020-814864,3,15.62
2020-814865,26,141.96
2020-814866,20,133.84
2020-814867,3,91.65
2020-814868,13,53.1
2020-814869,17,178.74
2020-814869,17,178.74
2020-814869,17,178.74
2020-814869,17,178.74
2020-814870,24,8.0
2020-814871,11,68.1
2020-814872,32,15.4
2020-814873,19,74.11
2020-814875,1,62.5
2020-814876,8,38.17
2020-814877,4,16.17
2020-814879,2,9.38
2020-814880,30,45.35
2020-814881,12,52.65
2020-814882,22,38.07
2020-814882,22,38.07
2020-814885,31,9.76
2020-814886,115,17.41
2020-814887,8,38.01
2020-814888,27,47.04
2020-814889,39,10.96
2020-814891,16,44.5
2020-814892,4,35.62
2020-814895,8,30.12
2020-814896,13,85.3
2020-814898,1029,46.24
2020-814898,1027,27.9
2020-814898,1023,46.0
2020-814899,26,36.36
2020-814900,1,125.5
2020-814901,70,26.69
2020-814912,13,38.04
2020-814913,107,60.48
2020-814914,14,33.0
2020-814915,89,15.85
2020-814916,3,5.3
2020-814918,5,33.82
2020-814919,12,33.56
2020-814920,49,49.26
2020-814922,69,32.35
2020-814923,23,27.95
2020-814924,24,132.68
2020-814924,24,132.68
2020-814925,57,17.99
2020-814928,10,76.47
2020-814929,92,75.59
2020-814929,121,79.65
2020-814932,44,6.14
2020-814936,30,38.77
2020-814937,103,42.06
2020-814939,29,9.18
2020-814942,2,47.08
2020-814944,5,159.0
2020-814945,28,25.58
2020-814947,16,78.3
2020-814948,109,28.98
2020-814949,11,37.73
2020-814951,8,23.72
2020-814952,11,46.85
2020-814953,13,34.8
2020-814955,2,76.02
2020-814957,35,34.65
2020-814958,10,32.42
2020-814960,13,175.52
2020-814961,10,24.19
2020-814962,517,23.0
2020-814963,14,106.7
2020-814964,7,167.42
2020-814966,23,53.01
2020-814967,2,54.0
2020-814970,48,25.09
2020-814971,326,24.23
2020-814972,2,38.03
2020-814973,13,29.42
2020-814974,9,53.63
2020-814975,27,26.71
2020-814976,18,10.5
2020-814978,108,204.88
2020-814980,13,202.4
2020-814981,5,124.05
2020-814985,370,26.97
2020-814986,108,111.2
2020-814987,24,8.36
2020-814990,16,28.73
2020-814991,63,60.36
2020-814993,10,79.59
2020-814994,104,14.28
2020-814995,22,9.06
2020-814996,7,16.85
2020-815000,45,9.84
2020-815002,74,10.54
2020-815005,3,79.98
2020-815006,10,18.9
2020-815007,157,13.36
2020-815008,8,54.56
2020-815009,26,7.43
2020-815009,17,8.1
2020-815009,35,23.34
2020-815010,12,73.15
2020-815012,19,93.3
2020-815013,40,66.06
2020-815014,32,25.17
2020-815016,15,37.87
2020-815018,32,26.4
2020-815020,20,42.81
2020-815024,205,147.23
2020-815027,26,28.47
2020-815030,15,27.15
2020-815031,16,80.77
2020-815032,25,37.64
2020-815033,22,13.9
2020-815034,22,210.52
2020-815035,18,20.25
2020-815036,11,62.02
2020-815037,25,192.82
2020-815038,21,8.64
2020-815039,10,18.82
2020-815040,18,20.92
2020-815042,18,45.72
2020-815045,93,33.44
2020-815048,1,43.25
2020-815049,61,53.65
2020-815050,1,1473.9
2020-815050,1,1473.9
2020-815050,1,1473.9
2020-815050,1,1473.9
2020-815050,1,1473.9
2020-815050,1,1473.9
2020-815050,1,1473.9
2020-815050,1,1473.9
2020-815050,1,1473.9
2020-815050,1,1473.9
2020-815050,1,1473.9
2020-815050,1,1473.9
2020-815051,22,41.02
2020-815052,200,81.71
2020-815053,9,114.2
2020-815053,9,114.2
2020-815054,5,56.12
2020-815055,4,18.63
2020-815056,40,12.6
2020-815057,17,9.83
2020-815061,25,171.3
2020-815061,25,171.3
2020-815062,161,36.68
2020-815063,12,40.28
2020-815064,114,99.3
2020-815065,56,41.87
2020-815067,16,31.0
2020-815068,26,65.77
2020-815070,15,186.4
2020-815071,27,172.83
2020-815072,17,174.2
2020-815072,16,174.2
2020-815073,12,13.11
2020-815075,85,56.15
2020-815076,34,4.87
2020-815076,33,5.1
2020-815076,32,10.05
2020-815078,13,26.8
2020-815079,10,62.98
2020-815081,30,55.76
2020-815085,15,72.4
2020-815086,2,53.09
2020-815087,30,22.68
2020-815088,10,21.06
2020-815089,10,136.06
2020-815090,13,8.68
2020-815092,105,71.62
2020-815093,2,190.26
2020-815098,22,50.91
2020-815099,14,73.15
2020-815103,5,32.5
2020-815105,120,19.83
2020-815106,16,16.12
2020-815107,1,67.57
2020-815108,31,8.61
2020-815108,32,9.4
2020-815110,17,74.13
2020-815110,17,74.13
2020-815111,158,75.05
2020-815112,23,9.03
2020-815113,34,37.36
2020-815115,4,228.88
2020-815117,49,96.05
2020-815118,18,20.89
2020-815119,49,87.83
2020-815125,215,20.8
2020-815127,77,21.15
2020-815130,24,38.66
2020-815131,4,20.17
2020-815132,8,36.47
2020-815134,11,54.79
2020-815135,19,36.51
2020-815138,54,154.2
2020-815139,50,220.3
2020-815140,52,203.01
2020-815142,34,20.69
2020-815143,2,28.53
2020-815144,37,10.66
2020-815145,27,4.74
2020-815146,4,66.0
2020-815149,16,6.19
2020-815150,63,18.26
2020-815152,12,25.2
2020-815154,11,186.69
2020-815155,319,49.48
2020-815157,12,34.68
2020-815158,44,37.8
2020-815159,12,39.72
2020-815160,46,84.85
2020-815161,52,131.8
2020-815162,1,33.83
2020-815164,53,24.85
2020-815166,13,54.53
2020-815167,48,34.07
2020-815169,8,20.95
2020-815172,9,27.86
2020-815174,10,18.3
2020-815175,20,49.97
2020-815178,31,23.85
2020-815179,76,10.88
2020-815180,35,255.14
2020-815180,35,255.14
2020-815181,2,21.48
2020-815182,15,115.43
2020-815183,18,25.2
2020-815184,316,169.79
2020-815185,9,79.08
2020-815188,59,26.84
2020-815189,78,183.3
2020-815194,16,68.77
2020-815197,13,126.17
2020-815197,13,126.17
2020-815198,221,20.97
2020-815201,17,15.86
2020-815202,14,37.15
2020-815203,10,18.11
2020-815206,107,27.75
2020-815210,2,90.86
2020-815211,55,74.46
2020-815212,3,12.71
2020-815213,15,41.79
2020-815214,36,32.02
2020-815215,7,12.25
2020-815216,6,250.27
2020-815217,108,22.9
2020-815219,15,18.73
2020-815220,155,34.57
2020-815225,45,59.5
2020-815226,128,31.45
2020-815229,109,162.15
2020-815231,10,71.85
2020-815233,162,44.66
2020-815234,12,43.71
2020-815235,35,36.02
2020-815236,48,38.02
2020-815237,10,13.8
2020-815238,239,26.0
2020-815239,6,31.01
2020-815240,98,17.51
2020-815243,24,9.86
2020-815244,8,32.51
2020-815245,309,34.0
2020-815248,23,30.38
2020-815250,6,45.7
2020-815251,104,72.79
2020-815255,8,50.15
2020-815256,65,58.56
2020-815257,328,35.62
2020-815258,75,73.47
2020-815259,118,86.61
2020-815260,55,68.33
2020-815262,212,9.05
2020-815263,12,49.95
2020-815265,12,13.5
2020-815266,10,33.87
2020-815267,15,12.2
2020-815269,24,133.19
2020-815270,29,2.1
2020-815272,3,46.02
2020-815273,5,28.02
2020-815276,18,189.12
2020-815277,303,5.7
2020-815278,19,37.44
2020-815280,1,40.4
2020-815283,58,20.57
2020-815285,3,8.15
2020-815286,15,67.98
2020-815287,16,23.91
2020-815289,24,9.56
2020-815290,29,15.65
2020-815292,20,10.46
2020-815293,6,55.59
2020-815298,117,45.76
2020-815301,273,42.53
2020-815302,7,27.53
2020-815302,3,47.2
2020-815302,15,23.91
2020-815302,1,32.93
2020-815303,401,19.0
2020-815306,58,1.1
2020-815308,18,142.3
2020-815310,10,86.37
2020-815314,23,13.54
2020-815314,107,31.08
2020-815314,60,15.09
2020-815321,1,46.8
2020-815322,33,34.32
2020-815323,6,126.9
2020-815325,22,11.1
2020-815328,13,60.98
2020-815333,10,115.95
2020-815334,45,34.1
2020-815340,126,13.9
2020-815355,12,31.1
2020-815364,23,48.07
2020-815367,12,48.86
2020-815368,114,19.5
2020-815369,21,10.69
2020-815370,11,37.07
2020-815371,27,7.31
2020-815372,24,146.1
2020-815375,1,19.8
2020-815377,7,21.34
2020-815379,1,117.84
2020-815382,2,50.19
2020-815383,11,63.6
2020-815384,10,72.3
2020-815386,3,32.62
2020-815387,13,142.06
2020-815392,24,68.73
2020-815393,19,282.8
2020-815394,33,95.18
2020-815395,62,46.74
2020-815396,15,39.8
2020-815396,12,99.08
2020-815397,13,14.03
2020-815398,15,40.03
2020-815404,106,156.7
2020-815406,142,48.1
2020-815408,16,136.22
2020-815409,28,74.43
2020-815411,10,81.57
2020-815412,15,114.92
2020-815413,355,24.42
2020-815415,44,24.3
2020-815416,8,28.32
2020-815420,4,37.24
2020-815424,20,36.5
2020-815425,26,44.41
2020-815427,22,28.07
2020-815428,8,12.45
2020-815428,9,12.85
2020-815429,7,67.84
2020-815431,15,106.23
2020-815432,216,85.64
2020-815434,19,46.32
2020-815437,22,16.52
2020-815445,34,46.56
2020-815446,9,37.26
2020-815447,23,40.79
2020-815449,17,65.0
2020-815450,106,26.52
2020-815451,41,6.46
2020-815453,77,6.6
2020-815453,65,3.65
2020-815454,40,20.53
2020-815455,35,8.66
2020-815456,26,68.48
2020-815460,4,31.08
2020-815461,13,186.69
2020-815463,2,105.72
2020-815464,21,123.99
2020-815465,6,59.8
2020-815468,10,260.36
2020-815469,122,155.05
2020-815471,115,33.01
2020-815473,82,33.75
2020-815475,1001,30.43
2020-815484,3,80.2
2020-815484,34,84.0
2020-815485,45,9.05
2020-815486,6,13.8
2020-815486,3,34.95
2020-815486,4,79.4
2020-815488,1055,48.37
2020-815489,287,504.7
2020-815489,310,504.7
2020-815490,14,11.02
2020-815492,5,65.21
2020-815493,38,22.07
2020-815494,37,382.0
2020-815494,37,382.0
2020-815494,34,397.3
2020-815495,19,30.35
2020-815497,58,17.69
2020-815498,51,15.03
2020-815498,52,14.0
2020-815499,4,80.52
2020-815499,1,16.85
2020-815501,24,5.36
2020-815503,421,40.0
2020-815504,53,76.85
2020-815508,9,23.45
2020-815511,8,33.74
2020-815512,12,165.94
2020-815514,112,151.25
2020-815515,18,160.04
2020-815516,11,101.33
2020-815520,31,4.35
2020-815521,3,15.11
2020-815524,248,31.25
2020-815528,20,33.89
2020-815530,24,12.08
2020-815533,1,54.01
2020-815536,16,12.6
2020-815536,13,99.02
2020-815537,2,46.81
2020-815537,1,109.63
2020-815540,104,77.82
2020-815542,31,72.95
2020-815543,406,23.54
2020-815544,7,116.65
2020-815550,33,128.25
2020-815554,11,36.02
2020-815555,14,194.71
2020-815556,16,114.88
2020-815559,13,24.75
2020-815560,26,59.31
2020-815561,17,54.0
2020-815564,33,32.85
2020-815565,21,40.13
2020-815566,34,24.77
2020-815567,37,23.43
2020-815567,39,19.42
2020-815568,80,38.02
2020-815569,1,26.53
2020-815570,32,67.79
2020-815572,3,80.06
2020-815573,8,45.66
2020-815576,9,27.63
2020-815581,4,47.5
2020-815582,19,8.11
2020-815583,25,9.39
2020-815584,15,61.8
2020-815585,23,23.45
2020-815586,29,5.7
2020-815587,216,221.3
2020-815590,19,4.74
2020-815590,9,105.49
2020-815591,16,60.53
2020-815593,9,59.22
2020-815594,13,42.15
2020-815597,17,52.63
2020-815600,10,98.74
2020-815601,14,5.69
2020-815603,308,101.92
2020-815605,22,35.02
2020-815606,14,47.62
2020-815607,17,8.44
2020-815609,6,133.2
2020-815610,27,102.93
2020-815611,25,4.85
2020-815612,116,87.24
2020-815616,3,23.79
2020-815617,29,41.65
2020-815618,38,22.02
2020-815619,40,8.39
2020-815623,24,8.96
2020-815626,18,85.09
2020-815627,23,33.6
2020-815628,24,19.98
2020-815635,318,9.12
2020-815635,319,7.82
2020-815636,47,28.06
2020-815638,6,61.32
2020-815642,98,27.02
2020-815643,10,76.8
2020-815643,14,27.01
2020-815643,13,51.7
2020-815643,11,85.01
2020-815643,12,77.7
2020-815643,7,170.84
2020-815643,2,41.31
2020-815643,1,73.14
2020-815643,1,73.14
2020-815646,16,16.3
2020-815649,15,25.18
2020-815650,11,64.81
2020-815651,75,23.36
2020-815652,77,23.64
2020-815653,33,81.01
2020-815654,48,53.89
2020-815655,121,32.58
2020-815658,7,110.14
2020-815658,7,110.14
2020-815662,10,22.02
2020-815669,5,48.43
2020-815670,117,7.62
2020-815681,9,91.93
2020-815682,16,46.53
2020-815684,5,135.75
2020-815684,5,135.75
2020-815686,18,8.44
2020-815686,16,9.1
2020-815686,17,8.75
2020-815686,15,9.15
2020-815686,14,7.8
2020-815687,13,175.79
2020-815688,125,37.05
2020-815689,16,226.27
2020-815690,39,37.47
2020-815692,10,93.05
2020-815692,10,93.05
2020-815693,6,17.18
2020-815696,265,12.61
2020-815698,620,175.72
2020-815699,36,9.78
2020-815700,44,86.01
2020-815701,12,45.18
2020-815704,12,25.51
2020-815706,18,26.3
2020-815707,11,313.19
2020-815708,101,34.83
2020-815710,15,29.48
2020-815711,6,48.15
2020-815712,48,9.75
2020-815715,17,9.65
2020-815722,132,45.2
2020-815727,126,65.3
2020-815732,73,230.31
2020-815732,73,230.31
2020-815732,73,230.31
2020-815734,4,57.65
2020-815736,13,36.0
2020-815736,19,150.0
2020-815736,29,33.0
2020-815736,117,32.4
2020-815737,6,32.45
2020-815744,11,55.02
2020-815748,57,122.0
2020-815749,15,56.55
2020-815753,17,30.82
2020-815754,42,34.06
2020-815767,2,33.76
2020-815767,2,33.76
2020-815769,51,39.25
2020-815772,34,23.41
2020-815775,231,44.2
2020-815784,4,7.88
2020-815790,101,32.35
2020-815791,13,66.09
2020-815793,8,219.6
2020-815793,8,219.6
2020-815795,26,99.1
2020-815796,38,46.44
2020-815797,22,13.51
2020-815800,58,26.85
2020-815803,33,8.77
2020-815808,107,82.59
2020-815809,2,43.33
2020-815812,107,15.69
2020-815814,4,31.06
2020-815816,2,77.63
2020-815817,11,25.69
2020-815818,1,48.1
2020-815819,51,4.64
2020-815820,107,18.5
2020-815821,27,6.01
2020-815822,10,51.85
2020-815823,11,26.52
2020-815825,104,193.81
2020-815828,34,12.91
2020-815830,17,68.2
2020-815831,32,34.64
2020-815834,20,18.2
2020-815835,11,38.14
2020-815837,4,30.31
2020-815838,50,14.44
2020-815839,221,22.52
2020-815841,7,82.07
2020-815841,7,82.07
2020-815842,18,70.01
2020-815843,94,9.87
2020-815844,47,21.6
2020-815844,49,296.55
2020-815845,6,84.03
2020-815846,6,68.01
2020-815847,48,45.11
2020-815851,11,29.82
2020-815854,21,21.25
2020-815855,2,52.43
2020-815857,106,25.56
2020-815861,62,80.51
2020-815862,2,64.4
2020-815866,17,30.11
2020-815878,2,58.04
2020-815882,124,91.58
2020-815883,5,123.89
2020-815884,8,56.4
2020-815885,31,30.02
2020-815887,14,96.24
2020-815888,298,16.42
2020-815889,22,11.84
2020-815889,22,11.84
2020-815890,164,15.52
2020-815890,166,13.44
2020-815890,165,13.5
2020-815891,32,69.25
2020-815893,26,51.18
2020-815895,30,9.88
2020-815898,9,23.22
2020-815901,24,13.16
2020-815902,254,135.28
2020-815903,10,52.52
2020-815904,24,80.05
2020-815906,17,10.02
2020-815908,13,30.19
2020-815910,151,33.15
2020-815911,27,31.55
2020-815912,21,57.61
2020-815913,17,63.55
2020-815915,173,25.31
2020-815917,10,83.21
2020-815918,20,20.31
2020-815921,16,9.17
2020-815922,214,57.25
2020-815925,2,102.3
2020-815925,1,41.4
2020-815933,5,39.98
2020-815939,16,19.73
2020-815939,14,20.04
2020-815947,19,27.49
2020-815948,11,22.13
2020-815951,27,26.15
2020-815953,23,9.3
2020-815954,1,132.56
2020-815955,33,45.09
2020-815958,13,22.15
2020-815959,117,76.41
2020-815961,208,32.0
2020-815963,7,128.6
2020-815966,20,10.9
2020-815967,57,33.55
2020-815969,33,66.49
2020-815970,87,11.61
2020-815972,7,142.83
2020-815974,25,51.1
2020-815975,19,31.61
2020-815976,63,57.7
2020-815977,16,56.76
2020-815978,9,12.7
2020-815979,11,33.1
2020-815980,2,33.52
2020-815981,13,64.55
2020-815985,124,41.9
2020-815985,128,15.4
2020-815985,116,5.4
2020-815987,100,67.79
2020-815989,24,198.43
2020-815992,29,11.47
2020-815999,17,24.09
2020-816000,26,58.73
2020-816006,104,9.77
2020-816007,110,38.21
2020-816011,16,10.2
2020-816013,7,29.88
2020-816017,44,93.04
2020-816018,5,27.08
2020-816019,54,10.01
2020-816020,58,42.29
2020-816021,16,18.4
2020-816027,1,56.35
2020-816027,1,45.77
2020-816028,14,68.0
2020-816031,16,55.43
2020-816032,14,33.6
2020-816034,34,36.58
2020-816035,7,45.23
2020-816040,11,187.6
2020-816040,26,9.39
2020-816041,2,50.06
2020-816042,57,50.13
2020-816044,57,21.53
2020-816045,111,33.25
2020-816047,46,21.52
2020-816048,2,70.28
2020-816053,14,9.4
2020-816056,9,17.17
2020-816059,12,24.74
2020-816060,3,77.05
2020-816064,52,9.03
2020-816066,19,104.03
2020-816068,46,12.67
2020-816071,109,100.7
2020-816075,33,18.11
2020-816076,105,54.37
2020-816081,2,52.6
2020-816082,1,27.75
2020-816083,6,61.74
2020-816086,111,24.87
2020-816087,29,161.0
2020-816087,29,161.0
2020-816088,4,11.0
2020-816089,18,29.71
2020-816090,35,24.91
2020-816091,40,68.51
2020-816092,12,19.79
2020-816093,43,9.21
2020-816099,27,77.71
2020-816100,9,20.18
2020-816102,211,70.47
2020-816106,12,20.41
2020-816107,4,142.21
2020-816110,6,69.65
2020-816111,47,17.83
2020-816112,44,62.8
2020-816114,75,18.73
2020-816119,5,80.47
2020-816122,106,91.72
2020-816125,4,80.16
2020-816127,5,297.21
2020-816128,5,54.42
2020-816129,9,35.22
2020-816132,27,19.66
2020-816133,27,75.81
2020-816134,15,19.37
2020-816137,7,30.94
2020-816138,129,85.0
2020-816139,139,65.0
2020-816140,37,30.02
2020-816141,3,270.84
2020-816141,3,270.84
2020-816142,28,12.79
2020-816143,336,7.68
2020-816144,66,71.05
2020-816145,47,13.5
2020-816148,1,37.02
2020-816149,16,27.0
2020-816150,31,21.68
2020-816151,215,35.72
2020-816152,30,42.36
2020-816158,37,4.43
2020-816159,14,36.7
2020-816160,11,17.96
2020-816162,28,39.03
2020-816164,60,22.81
2020-816167,213,23.23
2020-816168,12,51.04
2020-816169,8,9.29
2020-816169,7,9.46
2020-816170,10,14.01
2020-816171,36,13.52
2020-816172,3,44.7
2020-816175,31,16.02
2020-816176,10001,27.44
2020-816178,18,57.64
2020-816179,3,31.37
2020-816183,28,147.64
2020-816184,117,16.22
2020-816185,31,15.18
2020-816186,16,35.07
2020-816187,31,18.17
2020-816188,15,18.53
2020-816189,32,13.15
2020-816191,5,139.68
2020-816191,5,139.68
2020-816194,91,77.02
2020-816195,12,96.45
2020-816197,16,37.6
2020-816200,11,57.3
2020-816202,180,38.88
2020-816205,10,29.62
2020-816205,10,29.62
2020-816206,35,6.0
2020-816209,51,69.03
2020-816209,51,69.03
2020-816210,26,70.38
2020-816213,46,72.85
2020-816214,14,91.03
2020-816215,10,109.67
2020-816217,3,109.56
2020-816220,26,32.15
2020-816221,53,12.82
2020-816223,4,39.66
2020-816224,62,18.9
2020-816226,17,27.19
2020-816227,82,136.51
2020-816228,13,33.01
2020-816230,227,21.69
2020-816231,14,114.17
2020-816231,14,114.17
2020-816231,14,114.17
2020-816232,103,17.82
2020-816235,76,69.72
2020-816236,16,71.1
2020-816237,14,61.19
2020-816238,21,108.5
2020-816239,25,14.29
2020-816240,102,42.87
2020-816241,101,39.71
2020-816242,63,85.47
2020-816245,37,13.95
2020-816245,37,13.95
2020-816246,7,35.76
2020-816247,13,23.74
2020-816248,4,98.28
2020-816249,108,133.7
2020-816250,43,10.47
2020-816253,218,51.04
2020-816254,12,42.6
2020-816257,6,47.71
2020-816261,531,23.82
2020-816263,115,11.53
2020-816264,68,67.11
2020-816266,81,7.25
2020-816267,45,79.96
2020-816268,3,39.3
2020-816270,52,95.47
2020-816272,19,59.73
2020-816273,5,103.11
2020-816274,1041,32.27
2020-816275,18,11.05
2020-816276,14,110.24
2020-816276,14,110.24
2020-816277,8,154.1
2020-816278,17,96.8
2020-816279,140,132.15
2020-816279,343,12.0
2020-816281,12,95.8
2020-816282,34,33.09
2020-816284,109,33.03
2020-816284,109,33.03
2020-816285,14,21.05
2020-816286,76,8.74
2020-816286,77,6.31
2020-816287,14,202.7
2020-816288,66,135.88
2020-816290,37,18.07
2020-816292,9,7.4
2020-816295,16,81.69
2020-816296,15,75.15
2020-816298,21,30.79
2020-816301,22,19.4
2020-816302,6,18.4
2020-816303,264,37.25
2020-816304,35,48.7
2020-816306,33,12.9
2020-816309,51,37.87
2020-816310,9,19.95
2020-816312,5,132.58
2020-816312,5,132.58
2020-816313,10,59.47
2020-816314,8,84.9
2020-816315,22,100.0
2020-816316,18,11.67
2020-816319,26,22.1
2020-816323,7,24.73
2020-816326,9,35.09
2020-816327,68,9.99
2020-816328,25,8.5
2020-816329,1053,123.15
2020-816330,71,16.74
2020-816332,55,29.99
2020-816333,1,48.15
2020-816334,140,58.53
2020-816334,139,58.53
2020-816335,11,75.55
2020-816336,18,41.8
2020-816338,30,40.96
2020-816342,18,8.5
2020-816343,27,9.0
2020-816343,26,7.45
2020-816345,14,153.5
2020-816346,9,18.05
2020-816348,10,24.78
2020-816349,4,23.91
2020-816350,33,51.88
2020-816352,101,252.48
2020-816353,58,24.77
2020-816354,30,16.56
2020-816354,26,326.95
2020-816355,15,209.1
2020-816355,44,8.64
2020-816356,15,35.46
2020-816360,13,28.9
2020-816361,6,12.72
2020-816362,114,41.46
2020-816363,29,6.04
2020-816368,23,101.23
2020-816369,32,13.7
2020-816370,20,55.07
2020-816371,24,34.43
2020-816371,25,34.43
2020-816371,10,34.43
2020-816373,174,31.81
2020-816374,69,54.59
2020-816375,4,18.11
2020-816378,17,188.6
2020-816379,44,15.19
2020-816380,29,89.31
2020-816380,29,89.31
2020-816383,10,18.31
2020-816385,5,147.1
2020-816387,16,24.01
2020-816393,17,28.29
2020-816394,118,42.11
2020-816395,12,17.41
2020-816397,12,41.89
2020-816398,16,119.38
2020-816401,21,15.17
2020-816402,43,46.71
2020-816403,25,38.16
2020-816404,48,27.51
2020-816406,14,4.4
2020-816412,26,57.48
2020-816413,2,15.2
2020-816413,3,30.26
2020-816416,35,43.6
2020-816420,140,18.6
2020-816422,1,143.24
2020-816422,19,54.4
2020-816423,30,43.55
2020-816424,18,108.09
2020-816425,12,64.25
2020-816428,32,19.9
2020-816430,2,8.45
2020-816431,7,25.78
2020-816433,8,33.28
2020-816434,42,15.88
2020-816436,34,35.44
2020-816437,10,57.67
2020-816438,50,25.01
2020-816439,11,30.0
2020-816440,25,30.84
2020-816441,10,63.85
2020-816442,22,63.05
2020-816442,22,63.05
2020-816443,12,144.8
2020-816444,110,8.56
2020-816445,140,78.03
2020-816446,62,160.03
2020-816446,46,5.15
2020-816446,45,19.99
2020-816446,47,14.88
2020-816447,21,51.0
2020-816448,31,16.5
2020-816449,75,18.36
2020-816452,7,54.25
2020-816453,49,31.48
2020-816456,6,19.25
2020-816457,58,10.22
