id_mutation,lot_numero,surface_carrez
2021-1683821,7,58.82
2021-1683822,9,64.03
2021-1683823,35,53.87
2021-1683825,105,117.03
2021-1683827,107,82.03
2021-1683828,507,82.63
2021-1683829,28,83.77
2021-1683830,20,35.86
2021-1683831,18,31.92
2021-1683832,21,73.01
2021-1683833,20,33.87
2021-1683834,12,34.63
2021-1683836,19,32.39
2021-1683837,10,16.1
2021-1683838,9,21.02
2021-1683839,42,38.69
2021-1683840,36,27.05
2021-1683841,28,39.1
2021-1683842,29,34.15
2021-1683844,54,43.98
2021-1683845,13,44.68
2021-1683848,634,18.63
2021-1683850,243,13.05
2021-1683852,10,43.21
2021-1683853,12,20.4
2021-1683857,1,115.32
2021-1683858,11,10.06
2021-1683859,58,21.85
2021-1683861,34,124.85
2021-1683862,25,11.51
2021-1683864,11,44.65
2021-1683866,28,39.05
2021-1683869,5,25.89
2021-1683870,349,53.05
2021-1683871,57,104.62
2021-1683873,235,9.75
2021-1683875,36,14.45
2021-1683876,67,79.75
2021-1683877,17,62.04
2021-1683878,26,65.15
2021-1683880,25,47.2
2021-1683882,48,45.67
2021-1683883,18,29.88
2021-1683885,8,71.02
2021-1683886,21,34.1
2021-1683893,120,67.28
2021-1683895,31,65.01
2021-1683896,16,108.07
2021-1683897,10,31.55
2021-1683899,12,21.95
2021-1683902,267,9.02
2021-1683905,137,21.49
2021-1683905,137,21.49
2021-1683908,2,24.65
2021-1683909,12,24.52
2021-1683911,62,80.78
2021-1683912,16,17.56
2021-1683914,10,152.24
2021-1683915,10,67.33
2021-1683921,136,9.55
2021-1683922,27,41.72
2021-1683924,52,221.0
2021-1683925,11,45.8
2021-1683926,26,14.55
2021-1683929,43,7.43
2021-1683931,23,21.73
2021-1683932,100,39.83
2021-1683933,78,21.53
2021-1683936,32,24.99
2021-1683937,2,105.02
2021-1683938,41,22.32
2021-1683939,19,199.79
2021-1683941,6,15.0
2021-1683942,9,23.15
2021-1683944,1866,27.11
2021-1683949,6,28.2
2021-1683953,43,53.3
2021-1683954,47,44.8
2021-1683955,13,78.03
2021-1683956,1,83.57
2021-1683959,109,57.11
2021-1683961,64,50.25
2021-1683962,10,34.71
2021-1683965,12,56.87
2021-1683967,25,24.58
2021-1683969,10,47.5
2021-1683970,20,8.33
2021-1683971,35,21.44
2021-1683975,5,63.08
2021-1683976,56,43.92
2021-1683977,310,45.53
2021-1683978,21,71.17
2021-1683979,15,52.69
2021-1683981,1090,50.93
2021-1683982,13,36.7
2021-1683985,13,25.42
2021-1683986,23,83.51
2021-1683989,20,11.34
2021-1683991,18,30.83
2021-1683992,50,17.88
2021-1683994,16,96.3
2021-1683995,101,19.41
2021-1683997,6,43.08
2021-1683998,103,54.06
2021-1683999,39,16.48
2021-1684001,5,12.65
2021-1684002,10,60.12
2021-1684003,12,25.78
2021-1684004,3,113.6
2021-1684004,3,113.6
2021-1684004,3,113.6
2021-1684006,18,132.29
2021-1684007,4,13.85
2021-1684012,69,29.9
2021-1684013,90,45.28
2021-1684014,48,78.1
2021-1684014,48,78.1
2021-1684016,105,78.55
2021-1684017,122,48.69
2021-1684019,28,38.86
2021-1684020,36,5.83
2021-1684021,226,11.0
2021-1684024,16,45.91
2021-1684025,113,47.41
2021-1684026,45,16.45
2021-1684030,21,37.9
2021-1684037,21,29.26
2021-1684041,51,27.89
2021-1684043,52,14.16
2021-1684044,7,55.03
2021-1684045,13,66.52
2021-1684048,71,24.39
2021-1684050,46,27.1
2021-1684052,26,26.37
2021-1684055,11,96.68
2021-1684058,1,30.58
2021-1684059,37,38.74
2021-1684060,86,21.2
2021-1684060,87,27.6
2021-1684063,6,34.4
2021-1684067,330,39.61
2021-1684068,850,35.98
2021-1684072,23,33.59
2021-1684073,9,44.21
2021-1684075,51,62.17
2021-1684076,28,49.06
2021-1684076,29,43.54
2021-1684078,9,38.35
2021-1684079,10,125.09
2021-1684080,110,27.35
2021-1684084,4,24.18
2021-1684089,325,17.85
2021-1684091,35,35.09
2021-1684092,15,40.11
2021-1684093,37,43.74
2021-1684094,102,54.29
2021-1684095,10,46.82
2021-1684096,25,236.2
2021-1684097,24,7.41
2021-1684099,11,30.11
2021-1684100,42,19.53
2021-1684102,26,34.68
2021-1684104,4,58.22
2021-1684105,18,33.29
2021-1684106,26,36.0
2021-1684108,109,81.79
2021-1684109,17,31.8
2021-1684111,27,100.86
2021-1684113,2,17.36
2021-1684114,26,48.65
2021-1684115,7,47.49
2021-1684116,139,23.47
2021-1684118,12,25.86
2021-1684120,24,81.47
2021-1684120,24,81.47
2021-1684123,10,19.82
2021-1684126,13,82.16
2021-1684128,25,10.53
2021-1684129,7,28.14
2021-1684132,41,20.82
2021-1684133,273,8.1
2021-1684137,60,14.56
2021-1684138,27,9.53
2021-1684138,26,7.31
2021-1684139,33,43.28
2021-1684140,12,27.8
2021-1684141,46,42.65
2021-1684142,22,51.84
2021-1684144,1,70.7
2021-1684145,164,79.69
2021-1684147,4,26.72
2021-1684148,67,50.8
2021-1684149,17,53.17
2021-1684150,1,103.91
2021-1684150,1,103.91
2021-1684153,1,24.92
2021-1684157,1,88.75
2021-1684158,53,25.87
2021-1684159,3,43.29
2021-1684160,74,67.04
2021-1684161,22,21.46
2021-1684162,229,81.76
2021-1684163,1,22.32
2021-1684167,10,30.95
2021-1684171,17,22.64
2021-1684172,3,59.71
2021-1684173,17,45.0
2021-1684174,44,8.18
2021-1684175,24,14.37
2021-1684179,61,48.78
2021-1684180,11,70.83
2021-1684183,6,15.4
2021-1684185,6,28.74
2021-1684188,36,49.78
2021-1684189,149,61.73
2021-1684191,48,9.7
2021-1684193,15,53.08
2021-1684194,25,189.46
2021-1684194,25,189.46
2021-1684195,532,185.09
2021-1684196,48,42.17
2021-1684197,43,30.0
2021-1684200,140,27.27
2021-1684201,3,61.45
2021-1684202,21,28.05
2021-1684204,54,28.51
2021-1684205,18,27.56
2021-1684206,24,15.09
2021-1684208,21,142.52
2021-1684209,26,32.78
2021-1684210,30,21.56
2021-1684211,15,49.89
2021-1684212,330,97.49
2021-1684213,17,43.47
2021-1684214,116,67.24
2021-1684216,16,37.5
2021-1684218,10,18.24
2021-1684219,25,30.1
2021-1684223,875,63.94
2021-1684225,55,8.93
2021-1684226,8,80.43
2021-1684227,4,100.61
2021-1684230,22,42.4
2021-1684231,25,11.15
2021-1684233,618,78.4
2021-1684235,40,12.35
2021-1684235,10,205.72
2021-1684236,27,5.81
2021-1684239,16,25.89
2021-1684240,13,170.21
2021-1684241,14,23.68
2021-1684244,50,28.75
2021-1684246,2020,43.32
2021-1684247,112,25.5
2021-1684249,5,56.91
2021-1684250,28,85.07
2021-1684251,67,47.55
2021-1684253,22,79.58
2021-1684254,21,78.0
2021-1684255,19,95.0
2021-1684256,17,92.59
2021-1684258,1052,11.67
2021-1684259,7,52.68
2021-1684260,15,41.55
2021-1684262,7,44.86
2021-1684264,20,29.86
2021-1684265,85,18.28
2021-1684266,43,46.01
2021-1684267,720,85.2
2021-1684268,9,23.71
2021-1684269,31,120.12
