id_mutation,lot_numero,surface_carrez
2022-1641292,8,22.39
2022-1641292,8,22.39
2022-1641294,6,53.9
2022-1641294,6,53.9
2022-1641295,100,104.34
2022-1641295,100,104.34
2022-1641295,100,104.34
2022-1641296,144,12.27
2022-1641298,69,22.29
2022-1641301,23,92.29
2022-1641301,23,92.29
2022-1641301,23,92.29
2022-1641303,239,65.05
2022-1641303,239,65.05
2022-1641304,11,90.83
2022-1641304,11,90.83
2022-1641305,17,8.1
2022-1641307,2,19.93
2022-1641311,20,23.15
2022-1641312,1263,5.0
2022-1641316,7,61.41
2022-1641316,7,61.41
2022-1641317,19,188.34
2022-1641317,27,12.76
2022-1641318,25,9.21
2022-1641320,86,5.6
2022-1641321,29,57.8
2022-1641321,29,57.8
2022-1641322,7,43.88
2022-1641322,7,43.88
2022-1641323,17,51.51
2022-1641323,17,51.51
2022-1641324,5,162.75
2022-1641326,17,76.46
2022-1641326,17,76.46
2022-1641327,35,65.01
2022-1641327,35,65.01
2022-1641328,6,34.47
2022-1641328,6,34.47
2022-1641330,33,51.32
2022-1641331,30,49.16
2022-1641333,22,36.07
2022-1641334,116,59.5
2022-1641334,116,59.5
2022-1641335,161,12.59
2022-1641337,40,36.88
2022-1641339,48,6.41
2022-1641340,12,43.24
2022-1641341,31,19.92
2022-1641341,31,19.92
2022-1641342,59,19.54
2022-1641343,59,25.55
2022-1641345,4,21.8
2022-1641347,53,18.91
2022-1641348,134,25.79
2022-1641348,134,25.79
2022-1641348,134,25.79
2022-1641349,7,65.42
2022-1641349,7,65.42
2022-1641349,7,65.42
2022-1641351,10,65.12
2022-1641354,2,30.86
2022-1641354,2,30.86
2022-1641355,30,64.03
2022-1641355,30,64.03
2022-1641357,20,39.4
2022-1641359,6,29.97
2022-1641359,6,29.97
2022-1641360,31,6.0
2022-1641364,21,30.95
2022-1641364,21,30.95
2022-1641364,21,30.95
2022-1641367,22,15.47
2022-1641369,106,7.92
2022-1641370,19,8.13
2022-1641371,25,32.32
2022-1641373,20,42.6
2022-1641373,20,42.6
2022-1641376,21,48.54
2022-1641376,21,48.54
2022-1641377,13,7.79
2022-1641378,3,26.62
2022-1641379,18,125.05
2022-1641379,18,125.05
2022-1641381,15,71.7
2022-1641381,15,71.7
2022-1641384,5,63.86
2022-1641384,5,63.86
2022-1641386,15,29.15
2022-1641386,15,29.15
2022-1641387,22,30.01
2022-1641387,22,30.01
2022-1641393,3,38.75
2022-1641393,2,38.08
2022-1641395,16,66.41
2022-1641395,16,66.41
2022-1641399,21,95.7
2022-1641399,21,95.7
2022-1641400,10,12.73
2022-1641402,11,81.31
2022-1641402,11,81.31
2022-1641404,18,88.6
2022-1641404,18,88.6
2022-1641405,21,37.74
2022-1641408,60,71.85
2022-1641408,60,71.85
2022-1641409,656,26.5
2022-1641410,185,80.95
2022-1641411,58,19.88
2022-1641413,27,19.76
2022-1641414,13,28.24
2022-1641414,13,28.24
2022-1641415,23,18.86
2022-1641416,60,6.25
2022-1641416,62,5.1
2022-1641416,63,7.0
2022-1641418,66,22.76
2022-1641420,20,11.73
2022-1641422,19,38.53
2022-1641425,65,44.91
2022-1641426,20,64.31
2022-1641427,14,43.7
2022-1641427,14,43.7
2022-1641428,21,7.13
2022-1641429,69,10.93
2022-1641431,10,24.01
2022-1641431,10,24.01
2022-1641433,21,16.78
2022-1641433,21,16.78
2022-1641434,23,1.1
2022-1641434,21,29.2
2022-1641435,120,36.04
2022-1641435,120,36.04
2022-1641436,107,72.2
2022-1641436,107,72.2
2022-1641437,50,79.96
2022-1641437,50,79.96
2022-1641438,15,42.33
2022-1641438,15,42.33
2022-1641439,25,77.6
2022-1641439,25,77.6
2022-1641440,17,33.05
2022-1641440,17,33.05
2022-1641441,220,35.24
2022-1641441,220,35.24
2022-1641444,17,7.89
2022-1641446,32,29.13
2022-1641448,13,30.91
2022-1641448,13,30.91
2022-1641449,15,12.1
2022-1641450,113,72.27
2022-1641450,113,72.27
2022-1641452,112,35.04
2022-1641453,11,68.84
2022-1641457,16,48.03
2022-1641457,16,48.03
2022-1641461,9,60.0
2022-1641462,10,47.75
2022-1641462,10,47.75
2022-1641463,12,50.8
2022-1641463,12,50.8
2022-1641464,118,14.93
2022-1641466,114,52.77
2022-1641466,114,52.77
2022-1641467,137,40.15
2022-1641467,137,40.15
2022-1641471,11,245.15
2022-1641473,8,43.87
2022-1641473,8,43.87
2022-1641474,13,21.01
2022-1641475,20,134.03
2022-1641476,432,61.98
2022-1641476,432,61.98
2022-1641476,432,61.98
2022-1641478,99,23.77
2022-1641479,32,24.85
2022-1641479,32,24.85
2022-1641480,203,6.33
2022-1641483,4,71.27
2022-1641483,4,71.27
2022-1641484,708,144.42
2022-1641484,708,144.42
2022-1641484,708,144.42
2022-1641485,47,12.56
2022-1641486,10,59.57
2022-1641486,10,59.57
2022-1641487,11,111.19
2022-1641487,11,111.19
2022-1641487,11,111.19
2022-1641489,214,36.03
2022-1641494,142,31.94
2022-1641494,142,31.94
2022-1641495,122,90.0
2022-1641495,122,90.0
2022-1641496,13,26.94
2022-1641497,4,23.5
2022-1641500,23,47.73
2022-1641500,23,47.73
2022-1641503,53,46.3
2022-1641503,53,46.3
2022-1641504,4,12.05
2022-1641505,12,47.87
2022-1641506,17,45.23
2022-1641506,17,45.23
2022-1641507,100,28.87
2022-1641507,100,28.87
2022-1641511,47,38.37
2022-1641511,47,38.37
2022-1641512,125,24.48
2022-1641512,125,24.48
2022-1641513,5,54.97
2022-1641513,5,54.97
2022-1641514,20,23.66
2022-1641515,25,30.51
2022-1641515,25,30.51
2022-1641517,18,33.29
2022-1641517,18,33.29
2022-1641519,53,106.58
2022-1641519,53,106.58
2022-1641521,23,58.75
2022-1641521,23,58.75
2022-1641522,17,8.16
2022-1641523,27,12.6
2022-1641524,19,57.34
2022-1641527,12,42.1
2022-1641527,12,42.1
2022-1641528,243,31.39
2022-1641528,243,31.39
2022-1641529,16,61.34
2022-1641529,16,61.34
2022-1641531,49,18.82
2022-1641533,15,45.51
2022-1641533,15,45.51
2022-1641534,67,19.07
2022-1641535,44,5.24
2022-1641536,8,66.99
2022-1641536,8,66.99
2022-1641537,23,33.36
2022-1641537,23,33.36
2022-1641540,13,136.17
2022-1641540,13,136.17
2022-1641541,10,36.18
2022-1641541,10,36.18
2022-1641542,3,16.42
2022-1641542,3,16.42
2022-1641543,39,39.52
2022-1641543,39,39.52
2022-1641544,284,33.0
2022-1641547,8,7.23
2022-1641548,305,34.51
2022-1641548,305,34.51
2022-1641551,18,42.35
2022-1641551,18,42.35
2022-1641552,53,28.71
2022-1641553,11,4.84
2022-1641555,20,10.33
2022-1641556,3,26.57
2022-1641558,153,39.64
2022-1641558,153,39.64
2022-1641559,121,22.61
2022-1641559,121,22.61
2022-1641561,12,47.04
2022-1641561,12,47.04
2022-1641562,26,45.5
2022-1641562,26,45.5
2022-1641563,72,49.63
2022-1641563,72,49.63
2022-1641565,6,23.01
2022-1641566,5,28.01
2022-1641567,15,43.55
2022-1641567,15,43.55
2022-1641567,15,43.55
2022-1641568,23,20.71
2022-1641569,9,39.73
2022-1641569,9,39.73
2022-1641570,1214,21.42
2022-1641571,3,78.17
2022-1641571,3,78.17
2022-1641572,105,56.38
2022-1641573,13,48.57
2022-1641573,13,48.57
2022-1641574,54,40.14
2022-1641574,54,40.14
2022-1641575,10,35.77
2022-1641577,2,28.69
2022-1641579,20,31.98
2022-1641579,20,31.98
2022-1641580,52,47.2
2022-1641581,35,51.14
2022-1641582,26,104.34
2022-1641582,26,104.34
2022-1641586,27,24.13
2022-1641586,27,24.13
2022-1641587,5,69.03
2022-1641587,5,69.03
2022-1641588,75,18.79
2022-1641589,23,20.07
2022-1641591,44,36.3
2022-1641591,44,36.3
2022-1641591,44,36.3
2022-1641592,8,85.35
2022-1641592,8,85.35
2022-1641594,15,39.25
2022-1641595,11,29.62
2022-1641596,1,36.65
2022-1641597,15,122.84
2022-1641597,15,122.84
2022-1641598,16,35.92
2022-1641598,16,35.92
2022-1641598,16,35.92
2022-1641599,28,59.82
2022-1641600,11,28.77
2022-1641600,11,28.77
2022-1641602,54,22.66
2022-1641602,54,22.66
2022-1641603,74,37.2
2022-1641603,74,37.2
2022-1641605,20,48.74
2022-1641605,20,48.74
2022-1641610,2,220.84
2022-1641612,18,48.95
2022-1641612,18,48.95
2022-1641613,106,147.05
2022-1641613,106,147.05
2022-1641614,10,22.55
2022-1641615,123,124.94
2022-1641617,32,32.0
2022-1641617,32,32.0
2022-1641618,44,39.3
2022-1641618,44,39.3
2022-1641619,3,31.04
2022-1641621,6,54.11
2022-1641621,6,54.11
2022-1641625,67,70.54
2022-1641625,67,70.54
2022-1641626,21,66.65
2022-1641626,21,66.65
2022-1641627,15,59.51
2022-1641628,9,24.48
2022-1641629,139,35.15
2022-1641629,139,35.15
2022-1641630,24,53.65
2022-1641630,24,53.65
2022-1641631,69,22.78
2022-1641631,69,22.78
2022-1641632,64,28.06
2022-1641632,64,28.06
2022-1641634,105,91.11
2022-1641634,105,91.11
2022-1641635,103,13.92
2022-1641638,63,22.49
2022-1641638,63,22.49
2022-1641639,4,48.91
2022-1641640,15,97.0
2022-1641641,59,35.52
2022-1641642,12,46.4
2022-1641642,12,46.4
2022-1641643,104,63.93
2022-1641643,104,63.93
2022-1641646,26,33.72
2022-1641646,26,33.72
2022-1641648,8,25.7
2022-1641648,8,25.7
2022-1641649,13,20.04
2022-1641649,13,20.04
2022-1641650,23,20.86
2022-1641650,23,20.86
2022-1641650,23,20.86
2022-1641651,105,45.6
2022-1641651,105,45.6
2022-1641652,8,18.51
2022-1641653,160,12.75
2022-1641656,266,37.9
2022-1641657,35,38.74
2022-1641658,111,44.1
2022-1641659,10,21.9
2022-1641660,15,31.37
2022-1641661,11,24.46
2022-1641662,5,75.56
2022-1641662,5,75.56
2022-1641663,49,44.49
2022-1641663,49,44.49
2022-1641665,10,136.02
2022-1641665,10,136.02
2022-1641666,621,83.72
2022-1641666,621,83.72
2022-1641667,40,13.1
2022-1641668,21,40.6
2022-1641668,21,40.6
2022-1641671,37,23.25
2022-1641673,42,20.31
2022-1641675,20,9.76
2022-1641676,1,23.84
2022-1641676,1,23.84
2022-1641682,119,75.56
2022-1641683,19,37.45
2022-1641683,19,37.45
2022-1641684,106,53.4
2022-1641684,106,53.4
2022-1641685,11,85.24
2022-1641685,11,85.24
2022-1641687,551,26.47
2022-1641687,551,26.47
2022-1641689,2,45.63
2022-1641689,2,45.63
2022-1641692,12,32.04
2022-1641694,5,49.21
2022-1641694,5,49.21
2022-1641697,44,33.9
2022-1641697,44,33.9
2022-1641698,11,84.02
2022-1641701,27,33.66
2022-1641704,17,8.47
2022-1641706,10,51.85
2022-1641706,10,51.85
2022-1641710,397,24.9
2022-1641711,54,26.02
2022-1641711,54,26.02
2022-1641713,203,15.18
2022-1641714,3,106.0
2022-1641714,5,106.0
2022-1641714,1,149.0
2022-1641714,1,149.0
2022-1641714,2,105.0
2022-1641714,4,106.0
2022-1641714,22,118.0
2022-1641719,12,107.64
2022-1641719,12,107.64
2022-1641723,112,165.89
2022-1641723,112,165.89
2022-1641723,123,12.66
2022-1641723,112,165.89
2022-1641724,2,23.08
2022-1641726,9,36.58
2022-1641726,9,36.58
2022-1641727,13,29.3
2022-1641727,13,29.3
2022-1641728,15,42.3
2022-1641728,15,42.3
2022-1641730,13,45.96
2022-1641733,12,13.27
2022-1641734,2,18.0
2022-1641735,105,86.06
2022-1641735,105,86.06
2022-1641737,14,46.79
2022-1641737,14,46.79
2022-1641738,12,38.82
2022-1641739,8,33.01
2022-1641739,8,33.01
2022-1641740,184,20.52
2022-1641740,184,20.52
2022-1641741,1,33.06
2022-1641741,1,33.06
2022-1641742,30,29.59
2022-1641742,30,29.59
2022-1641743,35,18.12
2022-1641745,8,25.1
2022-1641746,14,23.64
2022-1641747,48,10.97
2022-1641749,55,24.06
2022-1641749,55,24.06
2022-1641750,9,35.12
2022-1641750,9,35.12
2022-1641752,92,13.16
2022-1641753,19,42.78
2022-1641754,71,29.01
2022-1641755,58,50.9
2022-1641756,14,16.9
2022-1641756,14,16.9
2022-1641757,11,109.35
2022-1641757,11,109.35
2022-1641759,104,48.02
2022-1641759,104,48.02
2022-1641760,21,14.41
2022-1641761,41,33.52
2022-1641761,41,33.52
2022-1641762,4,43.85
2022-1641762,4,43.85
2022-1641768,60,21.05
2022-1641768,60,21.05
2022-1641770,104,29.35
2022-1641772,56,58.83
2022-1641772,56,58.83
2022-1641773,111,21.04
2022-1641773,111,21.04
2022-1641774,36,25.9
2022-1641775,24,204.38
2022-1641775,24,204.38
2022-1641775,24,204.38
2022-1641777,34,21.03
2022-1641785,1,70.36
2022-1641785,2,15.8
2022-1641786,15,18.34
2022-1641787,4,120.8
2022-1641788,53,22.8
2022-1641788,53,22.8
2022-1641788,53,22.8
2022-1641789,117,7.85
2022-1641790,27,43.61
2022-1641790,27,43.61
2022-1641791,9,69.95
2022-1641791,9,69.95
2022-1641792,18,59.15
2022-1641792,18,59.15
2022-1641793,10,51.93
2022-1641794,18,25.6
2022-1641796,7,61.17
2022-1641797,32,27.0
2022-1641798,64,15.05
2022-1641799,59,11.02
2022-1641800,25,32.09
2022-1641802,26,48.06
2022-1641802,26,48.06
2022-1641803,2,35.14
2022-1641803,2,35.14
2022-1641804,105,173.0
2022-1641806,17,29.77
2022-1641807,113,22.04
2022-1641809,34,34.27
2022-1641812,71,27.06
2022-1641813,536,26.67
2022-1641813,536,26.67
2022-1641813,536,26.67
2022-1641814,152,39.95
2022-1641815,26,8.5
2022-1641816,11,41.97
2022-1641817,265,59.21
2022-1641817,265,59.21
2022-1641821,36,24.01
2022-1641821,36,24.01
2022-1641822,31,14.05
2022-1641823,11,136.45
2022-1641823,11,136.45
2022-1641824,9,40.78
2022-1641824,9,40.78
2022-1641824,9,40.78
2022-1641826,164,69.48
2022-1641826,164,69.48
2022-1641827,28,28.54
2022-1641829,63,5.2
2022-1641830,2,28.71
2022-1641831,37,32.6
2022-1641831,37,32.6
2022-1641833,30,76.05
2022-1641833,30,76.05
2022-1641836,5,192.1
2022-1641837,7,40.11
2022-1641844,26,130.28
2022-1641844,26,130.28
2022-1641844,26,130.28
2022-1641844,26,130.28
2022-1641845,217,29.35
2022-1641845,217,29.35
2022-1641847,20,21.93
2022-1641849,15,30.89
2022-1641850,39,75.4
2022-1641850,39,75.4
2022-1641851,69,100.69
2022-1641851,51,56.82
2022-1641851,52,72.51
2022-1641854,34,48.07
2022-1641854,34,48.07
2022-1641855,3,38.79
2022-1641858,12,47.02
2022-1641858,12,47.02
2022-1641859,313,33.5
2022-1641860,17,50.01
2022-1641860,17,50.01
2022-1641862,1056,24.0
2022-1641862,1056,24.0
2022-1641863,12,26.72
2022-1641864,21,17.05
2022-1641864,21,17.05
2022-1641866,35,30.5
2022-1641866,35,30.5
2022-1641871,115,59.12
2022-1641871,115,59.12
2022-1641872,59,72.24
2022-1641876,11,66.82
2022-1641876,11,66.82
2022-1641877,41,29.4
2022-1641878,396,54.02
2022-1641879,1,51.69
2022-1641879,1,51.69
2022-1641880,13,54.82
2022-1641880,13,54.82
2022-1641882,12,21.25
2022-1641885,71,23.79
2022-1641886,134,48.74
2022-1641886,134,48.74
2022-1641887,48,56.64
2022-1641888,77,54.2
2022-1641888,77,54.2
2022-1641889,49,40.15
2022-1641889,49,40.15
2022-1641890,10,15.36
2022-1641890,10,15.36
2022-1641894,82,82.7
2022-1641896,124,32.1
2022-1641897,1015,47.35
2022-1641897,1015,47.35
2022-1641899,1,50.52
2022-1641899,1,50.52
2022-1641900,10013,61.2
2022-1641901,109,105.34
2022-1641901,109,105.34
2022-1641902,26,24.0
2022-1641905,127,19.81
2022-1641907,3,24.88
2022-1641907,3,24.88
2022-1641908,16,169.2
2022-1641908,16,169.2
2022-1641908,16,169.2
2022-1641909,173,56.5
2022-1641909,173,56.5
2022-1641911,6,29.8
2022-1641918,16,10.74
2022-1641920,1,48.07
2022-1641920,1,48.07
2022-1641922,45,25.67
2022-1641922,45,25.67
2022-1641926,102,76.45
2022-1641927,3,46.17
2022-1641929,2,85.46
2022-1641934,2,45.2
2022-1641936,17,79.81
2022-1641936,17,79.81
2022-1641937,55,45.9
2022-1641937,55,45.9
2022-1641938,33,34.28
2022-1641939,12,69.34
2022-1641939,17,11.86
2022-1641941,3,48.66
2022-1641941,3,48.66
2022-1641942,55,9.39
2022-1641943,674,30.57
2022-1641943,674,30.57
2022-1641944,22,46.25
2022-1641945,5,19.05
2022-1641946,11,29.31
2022-1641946,11,29.31
2022-1641947,121,124.02
2022-1641947,121,124.02
2022-1641948,16,50.34
2022-1641948,16,50.34
2022-1641950,112,187.4
2022-1641950,111,186.0
2022-1641950,110,64.2
2022-1641950,108,64.4
2022-1641950,112,187.4
2022-1641950,108,64.4
2022-1641950,111,186.0
2022-1641951,6,36.65
2022-1641952,26,55.95
2022-1641952,26,55.95
2022-1641953,23,68.22
2022-1641953,23,68.22
2022-1641954,48,18.58
2022-1641954,49,12.11
2022-1641955,40,59.46
2022-1641957,3,208.26
2022-1641958,12,61.26
2022-1641959,1069,54.05
2022-1641959,1069,54.05
2022-1641959,1069,54.05
2022-1641960,10,34.03
2022-1641961,12,51.26
2022-1641961,12,51.26
2022-1641962,12,47.04
2022-1641962,12,47.04
2022-1641963,2,23.87
2022-1641964,36,27.03
2022-1641965,108,78.38
2022-1641966,55,39.62
2022-1641966,55,39.62
2022-1641968,2,29.46
2022-1641972,18,9.21
2022-1641974,278,59.39
2022-1641975,29,79.04
2022-1641975,29,79.04
2022-1641976,16,60.42
2022-1641976,17,60.42
2022-1641976,16,60.42
2022-1641976,17,60.42
2022-1641977,21,32.82
2022-1641978,76,67.96
2022-1641979,18,50.27
2022-1641980,44,59.77
2022-1641980,44,59.77
2022-1641981,20,10.56
2022-1641983,2,71.07
2022-1641984,7,18.07
2022-1641985,106,12.66
2022-1641988,59,49.35
2022-1641988,59,49.35
2022-1641990,24,47.11
2022-1641991,47,119.25
2022-1641991,47,119.25
