id_mutation,lot_numero,surface_carrez
2023-1321137,21,62.89
2023-1321137,21,62.89
2023-1321139,139,26.89
2023-1321146,520,30.13
2023-1321146,520,30.13
2023-1321147,208,137.39
2023-1321147,208,137.39
2023-1321147,208,137.39
2023-1321148,91,24.06
2023-1321150,214,152.61
2023-1321154,17,24.93
2023-1321156,9,91.03
2023-1321156,9,91.03
2023-1321156,9,91.03
2023-1321158,3,15.74
2023-1321158,3,15.74
2023-1321163,46,38.22
2023-1321165,102,38.34
2023-1321167,14,43.74
2023-1321167,14,43.74
2023-1321169,25,79.22
2023-1321169,25,79.22
2023-1321169,25,79.22
2023-1321170,8,74.82
2023-1321170,8,74.82
2023-1321175,122,46.31
2023-1321175,122,46.31
2023-1321176,3,32.0
2023-1321176,3,32.0
2023-1321178,48,87.4
2023-1321181,36,40.3
2023-1321182,15,146.49
2023-1321182,15,146.49
2023-1321183,18,57.02
2023-1321183,18,57.02
2023-1321184,2,15.89
2023-1321185,13,41.25
2023-1321186,6,37.53
2023-1321189,41,9.23
2023-1321190,52,60.0
2023-1321192,5,38.51
2023-1321193,8,63.11
2023-1321193,8,63.11
2023-1321197,22,22.98
2023-1321199,22,49.01
2023-1321199,22,49.01
2023-1321205,197,51.42
2023-1321205,197,51.42
2023-1321207,402,40.59
2023-1321209,12,19.5
2023-1321211,4,44.7
2023-1321213,11,43.45
2023-1321213,11,43.45
2023-1321214,22,14.89
2023-1321217,37,23.18
2023-1321219,3,22.05
2023-1321220,10,61.99
2023-1321220,10,61.99
2023-1321223,135,57.9
2023-1321223,135,57.9
2023-1321225,51,18.36
2023-1321226,17,37.97
2023-1321235,18,12.04
2023-1321238,118,32.34
2023-1321240,10,94.2
2023-1321240,10,94.2
2023-1321242,14,31.79
2023-1321242,14,31.79
2023-1321243,9,15.03
2023-1321244,61,34.03
2023-1321245,16,51.94
2023-1321245,16,51.94
2023-1321246,33,23.52
2023-1321246,33,23.52
2023-1321247,42,142.86
2023-1321249,438,39.5
2023-1321252,13,19.76
2023-1321257,269,30.8
2023-1321259,13,26.07
2023-1321260,375,55.15
2023-1321264,4,24.56
2023-1321264,4,24.56
2023-1321265,198,21.14
2023-1321266,18,20.23
2023-1321268,12,230.49
2023-1321268,12,230.49
2023-1321274,54,10.2
2023-1321276,2,107.12
2023-1321276,2,107.12
2023-1321277,3,18.37
2023-1321277,3,18.37
2023-1321278,509,137.27
2023-1321279,4,75.19
2023-1321280,11,51.05
2023-1321280,11,51.05
2023-1321282,10,27.02
2023-1321282,10,27.02
2023-1321284,121,23.07
2023-1321301,13,55.61
2023-1321302,24,46.56
2023-1321302,24,46.56
2023-1321302,24,46.56
2023-1321303,11,40.08
2023-1321303,11,40.08
2023-1321306,309,20.72
2023-1321306,309,20.72
2023-1321306,309,20.72
2023-1321307,47,39.26
2023-1321308,123,43.35
2023-1321308,123,43.35
2023-1321309,16,78.18
2023-1321311,29,53.23
2023-1321312,410,41.04
2023-1321312,410,41.04
2023-1321315,26,10.22
2023-1321316,18,26.03
2023-1321316,18,26.03
2023-1321318,22,43.9
2023-1321318,22,43.9
2023-1321321,23,33.75
2023-1321321,23,33.75
2023-1321324,137,152.03
2023-1321324,137,152.03
2023-1321324,137,152.03
2023-1321325,235,52.09
2023-1321325,235,52.09
2023-1321328,20,22.56
2023-1321328,20,22.56
2023-1321329,58,90.04
2023-1321330,104,63.38
2023-1321330,104,63.38
2023-1321331,1047,52.67
2023-1321331,1047,52.67
2023-1321333,18,25.72
2023-1321334,34,28.76
2023-1321335,16,56.02
2023-1321337,516,41.33
2023-1321337,516,41.33
2023-1321338,16,5.9
2023-1321339,5,37.06
2023-1321339,5,37.06
2023-1321343,409,140.37
2023-1321343,409,140.37
2023-1321346,55,12.62
2023-1321357,104,10.79
2023-1321358,134,4.94
2023-1321358,133,9.25
2023-1321360,59,46.41
2023-1321362,9,66.77
2023-1321364,10,22.5
2023-1321365,34,18.01
2023-1321366,329,94.45
2023-1321366,329,94.45
2023-1321367,16,29.35
2023-1321367,16,29.35
2023-1321374,107,25.5
2023-1321375,36,19.44
2023-1321377,127,39.91
2023-1321378,14,19.4
2023-1321379,16,34.08
2023-1321381,18,90.26
2023-1321381,17,31.1
2023-1321381,18,90.26
2023-1321381,17,31.1
2023-1321381,18,90.26
2023-1321382,11,39.01
2023-1321382,11,39.01
2023-1321383,612,27.84
2023-1321384,4,19.17
2023-1321386,36,46.17
2023-1321386,36,46.17
2023-1321388,138,23.65
2023-1321389,6,79.01
2023-1321389,6,79.01
2023-1321390,217,30.62
2023-1321390,217,30.62
2023-1321394,30,29.05
2023-1321394,30,29.05
2023-1321395,18,51.08
2023-1321398,50,5.97
2023-1321399,1,78.44
2023-1321401,408,12.07
2023-1321405,1242,17.59
2023-1321406,14,33.33
2023-1321406,14,33.33
2023-1321408,1,27.02
2023-1321410,32,53.19
2023-1321412,13,36.13
2023-1321413,17,4.4
2023-1321414,2,25.85
2023-1321415,35,48.13
2023-1321415,35,48.13
2023-1321416,422,26.0
2023-1321416,422,26.0
2023-1321418,12,46.83
2023-1321425,27,12.79
2023-1321427,215,119.26
2023-1321428,32,27.7
2023-1321429,31,19.77
2023-1321430,32,32.71
2023-1321431,25,29.03
2023-1321431,25,29.03
2023-1321432,1145,64.17
2023-1321432,1145,64.17
2023-1321433,20,32.0
2023-1321433,20,32.0
2023-1321435,12,44.36
2023-1321435,12,44.36
2023-1321436,175,21.54
2023-1321437,95,11.6
2023-1321438,13,15.61
2023-1321439,25,19.06
2023-1321444,35,9.8
2023-1321447,60,37.48
2023-1321447,60,37.48
2023-1321449,220,46.72
2023-1321454,12,32.79
2023-1321454,12,32.79
2023-1321455,59,30.4
2023-1321455,59,30.4
2023-1321457,17,12.43
2023-1321458,9,37.6
2023-1321458,9,37.6
2023-1321459,18,114.89
2023-1321459,18,114.89
2023-1321461,20,27.32
2023-1321461,20,27.32
2023-1321462,13,73.29
2023-1321462,20,2.64
2023-1321462,13,73.29
2023-1321462,13,73.29
2023-1321463,61,22.43
2023-1321463,61,22.43
2023-1321467,47,98.1
2023-1321467,47,98.1
2023-1321469,11,51.4
2023-1321469,11,51.4
2023-1321470,15,134.09
2023-1321470,15,134.09
2023-1321471,10,73.27
2023-1321471,10,73.27
2023-1321472,25,30.35
2023-1321472,25,30.35
2023-1321473,11,25.89
2023-1321473,11,25.89
2023-1321474,106,31.17
2023-1321474,106,31.17
2023-1321475,116,19.83
2023-1321476,3,17.24
2023-1321477,32,53.88
2023-1321477,32,53.88
2023-1321480,16,38.43
2023-1321480,16,38.43
2023-1321481,50,73.01
2023-1321482,1,52.96
2023-1321482,1,52.96
2023-1321482,1,52.96
2023-1321483,12,39.06
2023-1321483,12,39.06
2023-1321486,28,9.11
2023-1321488,9,9.74
2023-1321489,33,7.4
2023-1321489,26,6.67
2023-1321490,293,42.05
2023-1321491,13,33.83
2023-1321491,13,33.83
2023-1321493,6,24.41
2023-1321493,6,24.41
2023-1321494,19,48.52
2023-1321494,19,48.52
2023-1321495,41,10.23
2023-1321496,13,25.49
2023-1321498,116,115.19
2023-1321498,116,115.19
2023-1321499,51,86.91
2023-1321500,104,48.89
2023-1321500,104,48.89
2023-1321501,8,137.23
2023-1321501,8,137.23
2023-1321501,8,137.23
2023-1321501,8,137.23
2023-1321502,4,39.02
2023-1321503,16,55.51
2023-1321503,16,55.51
2023-1321504,55,11.83
2023-1321505,119,44.23
2023-1321506,17,44.62
2023-1321506,17,44.62
2023-1321508,65,27.8
2023-1321509,112,26.8
2023-1321509,112,26.8
2023-1321510,7,43.89
2023-1321510,7,43.89
2023-1321516,95,23.12
2023-1321519,80,10.0
2023-1321520,3,17.79
2023-1321524,40,1637.7
2023-1321531,13,8.8
2023-1321533,8,49.27
2023-1321533,8,49.27
2023-1321533,8,49.27
2023-1321535,6,27.98
2023-1321536,10,36.28
2023-1321536,10,36.28
2023-1321537,165,29.55
2023-1321537,165,29.55
2023-1321538,213,47.2
2023-1321538,213,47.2
2023-1321539,1021,17.02
2023-1321539,1021,17.02
2023-1321540,31,26.53
2023-1321540,31,26.53
2023-1321541,40,35.43
2023-1321541,40,35.43
2023-1321542,41,5.02
2023-1321543,203,40.32
2023-1321544,40,1637.7
2023-1321546,207,61.03
2023-1321546,207,61.03
2023-1321547,69,30.6
2023-1321549,2,21.46
2023-1321551,31,23.8
2023-1321554,13,40.14
2023-1321557,291,57.79
2023-1321558,33,30.46
2023-1321558,33,30.46
2023-1321563,25,54.08
2023-1321563,25,54.08
2023-1321567,26,35.43
2023-1321567,26,35.43
2023-1321568,22,7.19
2023-1321569,251,10.08
2023-1321571,71,83.29
2023-1321572,647,16.56
2023-1321573,23,121.48
2023-1321573,23,121.48
2023-1321574,25,11.43
2023-1321576,106,29.4
2023-1321578,239,55.1
2023-1321578,239,55.1
2023-1321579,54,46.14
2023-1321579,54,46.14
2023-1321583,20,46.51
2023-1321583,20,46.51
2023-1321585,4,165.9
2023-1321585,4,165.9
2023-1321592,12,54.55
2023-1321592,12,54.55
2023-1321593,160,66.52
2023-1321594,17,31.44
2023-1321594,17,31.44
2023-1321599,5,22.09
2023-1321600,12,60.11
2023-1321600,12,60.11
2023-1321601,21,13.49
2023-1321604,8,3.6
2023-1321605,43,62.66
2023-1321605,43,62.66
2023-1321606,15,66.76
2023-1321606,15,66.76
2023-1321608,43,51.51
2023-1321608,43,51.51
2023-1321608,43,51.51
2023-1321609,108,47.68
2023-1321610,26,13.41
2023-1321612,14,16.7
2023-1321612,14,16.7
2023-1321613,33,23.8
2023-1321614,9,28.96
2023-1321615,33,83.84
2023-1321616,11,23.68
2023-1321617,42,34.3
2023-1321618,54,38.32
2023-1321619,20,298.55
2023-1321619,22,8.18
2023-1321619,20,298.55
2023-1321619,20,298.55
2023-1321626,1,63.35
2023-1321626,1,63.35
2023-1321628,11,41.24
2023-1321628,11,41.24
2023-1321629,13,52.85
2023-1321632,29,17.04
2023-1321642,177,66.57
2023-1321642,177,66.57
2023-1321643,18,26.85
2023-1321643,18,26.85
2023-1321644,33,51.24
2023-1321644,33,51.24
2023-1321645,84,46.1
2023-1321645,84,46.1
2023-1321647,15,15.85
2023-1321648,26,21.95
2023-1321648,26,21.95
2023-1321648,26,21.95
2023-1321649,106,45.08
2023-1321649,106,45.08
2023-1321652,25,28.91
2023-1321652,25,28.91
2023-1321653,28,16.0
2023-1321654,59,53.57
2023-1321654,59,53.57
2023-1321655,12,39.73
2023-1321655,12,39.73
2023-1321656,7,62.62
2023-1321656,7,62.62
2023-1321657,12,46.32
2023-1321658,84,18.65
2023-1321659,15,38.01
2023-1321661,112,70.4
2023-1321661,112,70.4
2023-1321663,102,18.46
2023-1321664,37,46.55
2023-1321666,17,19.18
2023-1321679,19,73.56
2023-1321681,12,23.02
2023-1321681,12,23.02
2023-1321682,136,24.07
2023-1321682,136,24.07
2023-1321683,9,102.03
2023-1321691,22,56.02
2023-1321691,22,56.02
2023-1321692,15,65.56
2023-1321692,15,65.56
2023-1321694,12,30.02
2023-1321694,12,30.02
2023-1321695,24,26.1
2023-1321698,9,110.41
2023-1321698,9,110.41
2023-1321698,9,110.41
2023-1321699,26,42.33
2023-1321699,26,42.33
2023-1321700,14,22.69
2023-1321700,14,22.69
2023-1321701,34,20.15
2023-1321703,34,9.95
2023-1321707,14,52.92
2023-1321707,14,52.92
2023-1321708,103,86.0
2023-1321712,1978,30.82
2023-1321713,39,30.72
2023-1321714,12,39.56
2023-1321715,22,1.85
2023-1321715,22,1.85
2023-1321716,1322,68.46
2023-1321718,14,100.11
2023-1321720,110,56.69
2023-1321720,110,56.69
2023-1321721,30,86.21
2023-1321721,30,86.21
2023-1321722,10,12.74
2023-1321722,10,12.74
2023-1321723,26,110.75
2023-1321724,3,11.61
2023-1321725,232,48.21
2023-1321725,232,48.21
2023-1321727,16,241.73
2023-1321727,16,241.73
2023-1321728,44,11.45
2023-1321730,31,45.11
2023-1321736,13,29.56
2023-1321738,18,43.76
2023-1321746,43,93.95
2023-1321750,1007,37.02
2023-1321750,1007,37.02
2023-1321752,14,73.28
2023-1321752,14,73.28
2023-1321753,61,46.84
2023-1321753,61,46.84
2023-1321757,3,24.05
2023-1321759,40,34.4
2023-1321759,40,34.4
2023-1321760,11,45.8
2023-1321760,11,45.8
2023-1321761,27,25.25
2023-1321762,403,61.66
2023-1321766,13,48.06
2023-1321767,28,12.49
2023-1321767,28,12.49
2023-1321768,1023,30.31
2023-1321768,1023,30.31
2023-1321773,47,24.22
2023-1321774,6,47.05
2023-1321774,6,47.05
2023-1321776,29,8.2
2023-1321781,30,13.18
2023-1321783,104,35.05
2023-1321783,104,35.05
2023-1321784,631,55.91
2023-1321784,631,55.91
2023-1321792,1228,24.2
2023-1321793,17,20.21
2023-1321795,5,34.32
2023-1321795,5,34.32
2023-1321796,23,55.73
2023-1321796,23,55.73
2023-1321799,77,173.25
2023-1321799,78,53.12
2023-1321802,11,64.24
2023-1321802,11,64.24
2023-1321802,11,64.24
2023-1321804,14,39.11
2023-1321804,14,39.11
2023-1321805,22,18.15
2023-1321806,28,68.05
2023-1321809,10,50.38
2023-1321810,54,98.25
2023-1321817,105,34.16
2023-1321818,78,71.84
2023-1321819,353,74.85
2023-1321819,353,74.85
2023-1321820,101,14.0
2023-1321820,97,14.0
2023-1321820,96,14.0
2023-1321820,98,14.0
2023-1321820,99,14.0
2023-1321820,100,14.0
2023-1321820,102,14.0
2023-1321822,142,18.85
2023-1321822,142,18.85
2023-1321822,142,18.85
2023-1321822,142,18.85
2023-1321824,1650,45.31
2023-1321824,1650,45.31
2023-1321825,14,56.16
2023-1321825,14,56.16
2023-1321827,83,15.41
2023-1321829,27,71.06
2023-1321829,27,71.06
2023-1321830,28,13.28
2023-1321830,28,13.28
2023-1321831,34,86.3
2023-1321832,57,13.75
2023-1321834,1,54.89
2023-1321835,125,32.75
2023-1321836,12,28.49
2023-1321840,35,29.86
2023-1321842,27,25.72
2023-1321843,1,36.43
2023-1321845,20,23.08
2023-1321845,20,23.08
2023-1321846,17,112.7
2023-1321847,6,16.31
2023-1321848,14,36.04
2023-1321849,51,61.99
2023-1321853,103,37.84
2023-1321854,27,40.44
2023-1321855,57,36.04
2023-1321856,19,28.51
2023-1321857,5,96.28
2023-1321861,31,72.91
2023-1321861,31,72.91
2023-1321862,18,28.4
2023-1321863,7,54.94
2023-1321863,7,54.94
2023-1321864,204,151.0
2023-1321864,204,151.0
2023-1321864,204,151.0
2023-1321865,42,36.59
2023-1321865,42,36.59
2023-1321866,68,96.68
2023-1321867,11,23.77
2023-1321867,11,23.77
2023-1321868,9,17.64
2023-1321869,59,43.77
2023-1321869,59,43.77
2023-1321870,67,68.19
2023-1321871,1612,80.28
2023-1321871,1612,80.28
2023-1321871,1612,80.28
2023-1321872,15,28.12
2023-1321872,15,28.12
2023-1321873,109,30.84
2023-1321893,4,34.74
2023-1321916,70,12.8
2023-1321916,70,12.8
2023-1321917,2077,38.37
2023-1321918,2,36.86
2023-1321923,2112,38.23
2023-1321923,2112,38.23
2023-1321924,13,38.05
2023-1321924,13,38.05
2023-1321925,8,98.7
2023-1321926,39,57.89
2023-1321926,39,57.89
2023-1321927,13,40.0
2023-1321928,20,15.76
2023-1321929,11,50.75
2023-1321929,11,50.75
2023-1321930,115,37.12
2023-1321933,40,74.35
2023-1321933,40,74.35
2023-1321934,19,54.17
2023-1321935,19,116.52
2023-1321935,19,116.52
2023-1321935,19,116.52
2023-1321936,6,85.69
2023-1321936,6,85.69
2023-1321937,109,114.09
2023-1321937,109,114.09
2023-1321938,393,28.31
2023-1321939,28,99.94
2023-1321941,12,115.02
2023-1321941,12,115.02
2023-1321942,48,23.15
2023-1321943,38,17.31
2023-1321945,23,105.28
2023-1321947,117,66.12
2023-1321947,117,66.12
2023-1321949,22,44.82
2023-1321949,22,44.82
2023-1321952,13,31.27
2023-1321961,49,59.21
2023-1321967,24,31.63
2023-1321970,43,13.19
2023-1321972,2,19.71
2023-1321972,2,19.71
2023-1321974,830,18.19
2023-1321974,830,18.19
2023-1321975,65,29.6
2023-1321979,44,28.93
2023-1321979,44,28.93
2023-1321980,6,55.28
2023-1321981,36,59.88
2023-1321981,36,59.88
2023-1321982,16,52.0
2023-1321986,31,54.97
2023-1321986,31,54.97
2023-1321993,12,15.89
2023-1322002,10,34.31
2023-1322005,36,26.59
2023-1322005,36,26.59
2023-1322011,1,26.47
2023-1322012,9,94.02
2023-1322012,9,94.02
2023-1322013,118,28.76
2023-1322013,118,28.76
2023-1322014,77,11.3
2023-1322021,77,13.39
2023-1322022,64,14.51
2023-1322023,7,19.5
2023-1322023,7,19.5
2023-1322026,22,86.52
2023-1322026,22,86.52
2023-1322028,24,56.11
2023-1322028,24,56.11
2023-1322029,1,55.35
2023-1322030,307,32.1
2023-1322030,307,32.1
2023-1322033,1,40.8
2023-1322033,1,40.8
2023-1322034,89,33.2
2023-1322036,69,19.7
2023-1322037,12,40.09
2023-1322040,23,24.5
2023-1322041,5,58.0
2023-1322041,5,58.0
2023-1322042,9,17.15
2023-1322043,407,115.12
2023-1322044,31,13.0
2023-1322045,79,29.41
2023-1322046,45,32.02
2023-1322048,4,73.4
2023-1322050,31,52.53
2023-1322050,31,52.53
2023-1322056,13,68.77
2023-1322056,13,68.77
2023-1322058,1150,82.32
2023-1322058,1150,82.32
2023-1322058,1150,82.32
2023-1322062,11,74.36
2023-1322062,11,74.36
2023-1322063,13,29.41
2023-1322064,56,87.79
2023-1322065,117,44.49
2023-1322065,117,44.49
2023-1322068,151,28.51
2023-1322069,43,47.9
2023-1322070,3,13.13
2023-1322071,3,55.03
2023-1322072,209,77.43
2023-1322073,29,28.84
2023-1322074,25,8.15
2023-1322076,16,26.42
2023-1322078,10,35.99
2023-1322079,104,36.15
2023-1322079,104,36.15
2023-1322080,13,100.03
2023-1322080,13,100.03
2023-1322081,21,10.8
2023-1322087,10,115.64
2023-1322089,15,29.03
2023-1322090,181,96.79
2023-1322090,181,96.79
2023-1322091,17,54.17
2023-1322091,17,54.17
2023-1322095,14,32.44
2023-1322096,28,107.45
2023-1322096,28,107.45
2023-1322106,19,38.82
2023-1322107,24,47.54
2023-1322107,24,47.54
2023-1322107,24,47.54
2023-1322112,16,24.27
2023-1322113,39,13.7
2023-1322114,16,55.64
2023-1322114,16,55.64
2023-1322115,32,37.04
2023-1322115,32,37.04
2023-1322115,32,37.04
2023-1322116,103,30.61
2023-1322117,32,58.4
2023-1322117,32,58.4
2023-1322118,30,16.54
2023-1322119,109,47.52
2023-1322121,20,12.51
2023-1322124,107,14.48
2023-1322127,10,18.93
2023-1322131,29,36.66
2023-1322131,29,36.66
2023-1322140,107,25.74
2023-1322143,137,74.87
2023-1322149,11,63.3
2023-1322149,11,63.3
2023-1322151,18,79.82
2023-1322151,18,79.82
2023-1322153,3255,29.05
2023-1322153,3255,29.05
2023-1322156,14,39.27
2023-1322156,14,39.27
2023-1322162,12,66.9
2023-1322162,12,66.9
2023-1322167,3,50.0
2023-1322167,3,50.0
2023-1322175,20,15.75
2023-1322177,121,54.02
2023-1322177,121,54.02
2023-1322178,122,14.88
2023-1322180,120,13.86
2023-1322180,120,13.86
2023-1322181,78,37.71
2023-1322181,78,37.71
2023-1322181,78,37.71
2023-1322182,25,16.15
2023-1322183,91,90.38
2023-1322183,91,90.38
2023-1322183,91,90.38
2023-1322184,1,46.46
2023-1322186,20,25.9
2023-1322186,20,25.9
2023-1322188,20,28.93
2023-1322189,15,9.22
2023-1322191,144,14.19
2023-1322193,11,71.13
2023-1322193,11,71.13
2023-1322193,11,71.13
2023-1322194,71,12.6
2023-1322194,71,12.6
2023-1322195,15,24.92
2023-1322196,20,62.32
2023-1322196,20,62.32
2023-1322196,20,62.32
2023-1322200,20,34.9
2023-1322200,20,34.9
2023-1322202,120,82.9
2023-1322204,11,82.56
2023-1322204,11,82.56
2023-1322204,11,82.56
2023-1322206,203,117.27
2023-1322209,35,22.15
2023-1322211,14,42.26
2023-1322211,14,42.26
2023-1322212,44,23.6
2023-1322212,44,23.6
2023-1322217,16,30.0
2023-1322217,16,30.0
2023-1322220,114,6.88
2023-1322220,114,6.88
2023-1322225,56,69.35
2023-1322225,56,69.35
2023-1322227,33,26.32
2023-1322227,33,26.32
2023-1322228,20,37.02
2023-1322230,31,56.68
2023-1322230,31,56.68
2023-1322238,4,22.5
2023-1322240,106,21.9
2023-1322242,11,81.99
2023-1322242,11,81.99
2023-1322242,11,81.99
2023-1322245,12,49.55
2023-1322245,12,49.55
2023-1322247,52,37.51
2023-1322247,52,37.51
2023-1322248,27,40.05
2023-1322249,14,7.03
2023-1322250,10,56.69
2023-1322250,10,56.69
2023-1322251,12,88.17
2023-1322251,12,88.17
2023-1322252,18,38.05
2023-1322252,18,38.05
2023-1322253,43,21.52
2023-1322254,11,128.35
2023-1322254,11,128.35
2023-1322257,3,56.45
2023-1322259,20,27.75
2023-1322260,16,33.04
2023-1322261,27,124.36
2023-1322263,112,25.79
2023-1322265,2,31.79
2023-1322267,15,41.0
2023-1322268,12,107.07
2023-1322270,24,42.68
2023-1322270,24,42.68
2023-1322271,25,56.06
2023-1322272,31,83.33
2023-1322272,31,83.33
2023-1322273,107,70.49
2023-1322273,107,70.49
2023-1322274,5,192.59
2023-1322275,86,12.08
2023-1322275,85,11.17
2023-1322276,24,42.52
2023-1322276,24,42.52
2023-1322277,23,16.88
2023-1322279,17,16.68
2023-1322281,16,33.33
2023-1322281,16,33.33
2023-1322289,10,23.01
2023-1322289,10,23.01
2023-1322291,31,5.99
2023-1322294,20,53.3
2023-1322294,20,53.3
2023-1322295,447,199.99
2023-1322296,43,24.47
2023-1322297,121,21.03
2023-1322299,27,29.09
2023-1322300,127,37.12
2023-1322302,22,27.22
2023-1322302,22,27.22
2023-1322303,13,31.05
2023-1322303,13,31.05
2023-1322305,11,151.45
2023-1322306,9,88.63
2023-1322306,9,88.63
2023-1322307,95,10.4
2023-1322307,95,10.4
2023-1322308,14,92.69
2023-1322309,18,31.14
2023-1322309,18,31.14
2023-1322311,2,56.47
2023-1322311,2,60.27
2023-1322313,6,26.7
2023-1322315,10,37.98
2023-1322316,8,17.02
2023-1322316,8,17.02
2023-1322317,14,17.63
2023-1322317,14,17.63
2023-1322318,11,84.56
2023-1322318,11,84.56
2023-1322319,7,106.45
2023-1322319,7,106.45
2023-1322320,2,70.29
2023-1322320,2,70.29
2023-1322322,20,15.99
2023-1322323,19,45.06
2023-1322323,19,45.06
2023-1322324,6,53.01
2023-1322326,51,11.5
2023-1322327,61,31.45
2023-1322328,19,26.34
2023-1322330,22,26.52
2023-1322332,44,15.23
2023-1322343,122,7.15
2023-1322344,144,10.36
2023-1322346,17,48.53
2023-1322346,17,48.53
2023-1322348,4,78.75
2023-1322348,4,78.75
2023-1322349,211,49.87
2023-1322349,211,49.87
2023-1322349,211,49.87
2023-1322350,108,25.65
2023-1322351,61,21.5
2023-1322352,55,32.03
2023-1322352,55,32.03
2023-1322355,101,38.8
2023-1322356,4,96.34
2023-1322357,109,14.01
2023-1322360,17,41.96
2023-1322360,17,41.96
2023-1322361,55,64.33
2023-1322362,63,37.87
2023-1322363,20,45.2
2023-1322365,7,60.04
2023-1322366,21,141.34
2023-1322366,40,1.55
2023-1322367,28,68.72
2023-1322368,11,32.86
2023-1322368,11,32.86
2023-1322375,37,8.7
2023-1322377,171,50.1
2023-1322378,36,21.92
2023-1322378,36,21.92
2023-1322379,12,11.67
2023-1322381,9,10.5
2023-1322382,9,13.12
2023-1322388,101,28.55
2023-1322394,102,24.5
2023-1322394,102,24.5
2023-1322395,397,42.54
2023-1322395,397,42.54
2023-1322405,36,34.02
2023-1322405,36,34.02
2023-1322413,22,25.66
2023-1322413,22,25.66
2023-1322414,112,62.9
2023-1322414,112,62.9
2023-1322415,2,65.21
2023-1322417,15,8.77
2023-1322418,176,45.94
2023-1322418,176,45.94
2023-1322419,2,29.42
2023-1322420,6055,25.63
2023-1322420,6055,25.63
2023-1322421,125,64.77
2023-1322421,125,64.77
2023-1322421,125,64.77
2023-1322422,28,12.41
2023-1322423,127,35.13
2023-1322423,127,35.13
2023-1322424,3,21.05
2023-1322426,102,59.23
2023-1322427,13,85.14
2023-1322427,13,85.14
2023-1322433,47,33.55
2023-1322435,15,113.06
2023-1322435,15,113.06
2023-1322437,256,7.59
2023-1322444,78,33.38
2023-1322446,7,42.29
2023-1322446,7,42.29
2023-1322449,4,50.1
2023-1322449,4,50.1
2023-1322451,36,15.86
2023-1322452,19,111.08
2023-1322452,19,111.08
2023-1322455,136,32.22
2023-1322461,100,50.79
2023-1322461,100,50.79
2023-1322462,17,80.05
2023-1322462,17,80.05
2023-1322465,16,51.49
2023-1322465,16,51.49
2023-1322468,7,52.03
2023-1322468,7,52.03
2023-1322469,18,45.51
2023-1322469,18,45.51
2023-1322476,26,67.86
2023-1322476,26,67.86
2023-1322476,26,67.86
2023-1322477,37,70.43
2023-1322477,37,70.43
2023-1322495,18,44.8
2023-1322495,18,44.8
2023-1322496,2,151.4
2023-1322496,2,151.4
2023-1322496,2,151.4
2023-1322496,2,151.4
2023-1322497,19,27.86
2023-1322499,28,92.06
2023-1322500,10,48.93
2023-1322503,27,9.04
2023-1322505,4,36.41
2023-1322506,16,27.63
2023-1322509,23,35.56
2023-1322509,23,35.56
2023-1322512,29,18.0
2023-1322513,27,14.29
2023-1322513,27,14.29
2023-1322514,10,51.34
2023-1322514,10,51.34
2023-1322515,2008,74.4
2023-1322515,2008,74.4
2023-1322516,11,49.03
2023-1322516,11,49.03
2023-1322517,12,82.21
2023-1322517,12,82.21
2023-1322518,27,49.75
