id_mutation,lot_numero,surface_carrez
2024-1200365,4,58.3
2024-1200368,12,25.75
2024-1200369,30,13.63
2024-1200370,7,15.83
2024-1200372,5,70.04
2024-1200372,5,70.04
2024-1200374,183,15.4
2024-1200376,19,78.36
2024-1200376,19,78.36
2024-1200377,15,40.26
2024-1200379,22,28.5
2024-1200382,16,20.07
2024-1200384,17,9.13
2024-1200385,254,15.82
2024-1200386,10,34.91
2024-1200388,52,9.98
2024-1200389,4,38.27
2024-1200389,4,38.27
2024-1200391,2,128.93
2024-1200392,9,8.3
2024-1200393,6,85.65
2024-1200394,114,15.2
2024-1200394,114,15.2
2024-1200396,27,24.38
2024-1200396,27,24.38
2024-1200397,71,16.79
2024-1200398,33,64.79
2024-1200398,33,64.79
2024-1200399,405,28.56
2024-1200399,405,28.56
2024-1200399,405,28.56
2024-1200400,28,130.38
2024-1200400,28,130.38
2024-1200401,18,5.45
2024-1200403,30,86.56
2024-1200403,30,86.56
2024-1200403,30,86.56
2024-1200403,30,86.56
2024-1200404,12,29.28
2024-1200405,9,62.78
2024-1200405,9,62.78
2024-1200406,27,46.65
2024-1200406,27,46.65
2024-1200407,24,9.01
2024-1200409,153,25.2
2024-1200412,12,17.39
2024-1200412,12,17.39
2024-1200415,6,23.94
2024-1200416,23,17.11
2024-1200420,16,25.2
2024-1200422,4,16.12
2024-1200422,4,16.12
2024-1200424,13,26.65
2024-1200424,13,26.65
2024-1200429,236,37.85
2024-1200430,10,64.69
2024-1200431,11,67.4
2024-1200431,11,67.4
2024-1200435,24,39.04
2024-1200436,5,90.17
2024-1200436,5,90.17
2024-1200436,5,90.17
2024-1200440,13,40.3
2024-1200440,13,40.3
2024-1200442,3,171.8
2024-1200444,13,122.35
2024-1200444,13,122.35
2024-1200444,13,122.35
2024-1200445,7,24.32
2024-1200445,5,20.85
2024-1200446,9,25.4
2024-1200449,168,28.51
2024-1200449,168,28.51
2024-1200450,46,41.46
2024-1200454,9,31.91
2024-1200455,3,33.67
2024-1200455,27,39.88
2024-1200458,133,24.77
2024-1200458,133,24.77
2024-1200460,20,53.5
2024-1200460,20,53.5
2024-1200461,25,19.7
2024-1200461,25,19.7
2024-1200462,137,13.16
2024-1200463,106,17.18
2024-1200463,106,17.18
2024-1200465,49,21.34
2024-1200465,48,17.93
2024-1200468,25,10.02
2024-1200469,129,23.42
2024-1200469,129,23.42
2024-1200482,175,28.5
2024-1200483,16,11.72
2024-1200484,102,81.69
2024-1200484,102,81.69
2024-1200485,103,35.28
2024-1200485,103,35.28
2024-1200485,103,35.28
2024-1200486,328,27.59
2024-1200486,328,27.59
2024-1200492,55,10.82
2024-1200498,9,46.71
2024-1200499,37,9.83
2024-1200500,12,81.34
2024-1200500,12,81.34
2024-1200501,10,45.71
2024-1200502,170,6.73
2024-1200502,169,6.82
2024-1200505,12,29.1
2024-1200505,12,29.1
2024-1200506,37,18.83
2024-1200507,22,32.84
2024-1200509,39,23.0
2024-1200510,50,58.56
2024-1200511,50,47.1
2024-1200514,80,24.07
2024-1200520,30,34.15
2024-1200520,30,34.15
2024-1200521,109,78.12
2024-1200521,109,78.12
2024-1200523,20,88.25
2024-1200528,25,29.04
2024-1200528,24,102.05
2024-1200530,8,47.6
2024-1200530,8,47.6
2024-1200533,22,23.58
2024-1200537,57,63.1
2024-1200538,1060,79.89
2024-1200538,1060,79.89
2024-1200540,112,48.28
2024-1200540,112,48.28
2024-1200542,24,27.3
2024-1200543,21,298.61
2024-1200543,21,298.61
2024-1200543,21,298.61
2024-1200543,21,298.61
2024-1200545,38,21.12
2024-1200547,21,33.09
2024-1200549,22,45.13
2024-1200552,18,14.75
2024-1200552,19,7.38
2024-1200553,31,15.19
2024-1200556,66,26.71
2024-1200556,66,26.71
2024-1200557,32,5.03
2024-1200562,15,41.05
2024-1200565,5,119.96
2024-1200565,5,119.96
2024-1200567,19,9.12
2024-1200569,11,159.13
2024-1200569,11,159.13
2024-1200573,183,105.24
2024-1200573,183,105.24
2024-1200573,183,105.24
2024-1200574,5,9.14
2024-1200574,68,32.44
2024-1200576,16,54.24
2024-1200576,16,54.24
2024-1200578,14,43.34
2024-1200580,9,10.39
2024-1200581,88,29.6
2024-1200584,204,22.61
2024-1200585,18,46.12
2024-1200585,18,46.12
2024-1200587,25,30.37
2024-1200588,12,42.3
2024-1200589,105,17.38
2024-1200589,105,17.38
2024-1200590,3005,120.9
2024-1200591,66,41.31
2024-1200591,66,41.31
2024-1200592,105,83.08
2024-1200595,213,80.58
2024-1200595,213,80.58
2024-1200596,10,46.07
2024-1200597,6,21.19
2024-1200598,3,29.6
2024-1200598,3,29.6
2024-1200598,3,29.6
2024-1200600,20,69.7
2024-1200602,41,44.59
2024-1200603,27,9.15
2024-1200605,216,43.53
2024-1200605,216,43.53
2024-1200607,16,8.8
2024-1200608,55,15.02
2024-1200609,3,87.0
2024-1200609,3,87.0
2024-1200611,27,102.55
2024-1200611,27,102.55
2024-1200612,37,38.42
2024-1200613,41,24.31
2024-1200613,41,24.31
2024-1200613,41,24.31
2024-1200615,34,46.19
2024-1200615,34,46.19
2024-1200616,22,71.03
2024-1200617,9,35.67
2024-1200618,6,26.69
2024-1200620,3,60.96
2024-1200620,3,60.96
2024-1200621,92,30.7
2024-1200622,1266,68.69
2024-1200623,9,17.09
2024-1200623,9,17.09
2024-1200624,21,17.28
2024-1200625,1112,68.16
2024-1200625,1112,68.16
2024-1200626,96,22.91
2024-1200627,14,22.41
2024-1200629,69,10.73
2024-1200633,13,32.05
2024-1200633,13,32.05
2024-1200634,106,15.71
2024-1200635,23,81.78
2024-1200635,23,81.78
2024-1200637,2,26.18
2024-1200638,41,50.23
2024-1200638,41,50.23
2024-1200640,105,31.33
2024-1200644,130,26.75
2024-1200644,130,26.75
2024-1200646,27,11.72
2024-1200647,131,109.66
2024-1200648,207,66.71
2024-1200650,187,59.77
2024-1200650,187,59.77
2024-1200651,113,56.55
2024-1200653,72,52.11
2024-1200655,24,41.61
2024-1200656,201,38.12
2024-1200659,20,77.49
2024-1200659,20,77.49
2024-1200663,5,29.12
2024-1200664,14,11.87
2024-1200666,88,33.21
2024-1200666,88,33.21
2024-1200667,20,36.14
2024-1200667,20,36.14
2024-1200668,8,29.5
2024-1200669,24,23.97
2024-1200669,24,23.97
2024-1200671,15,27.44
2024-1200672,10,256.24
2024-1200673,104,29.84
2024-1200673,104,29.84
2024-1200675,3,114.54
2024-1200677,14,79.38
2024-1200677,14,79.38
2024-1200678,38,22.01
2024-1200682,6,19.41
2024-1200683,36,43.3
2024-1200683,9,27.39
2024-1200683,13,16.48
2024-1200683,4,58.55
2024-1200684,41,36.91
2024-1200684,3,12.54
2024-1200684,10,15.67
2024-1200684,35,17.23
2024-1200684,33,16.9
2024-1200684,40,46.36
2024-1200685,2,18.47
2024-1200686,2,37.35
2024-1200687,21,33.5
2024-1200687,21,33.5
2024-1200688,14,82.01
2024-1200688,14,82.01
2024-1200689,223,83.5
2024-1200689,223,83.5
2024-1200690,4,58.45
2024-1200690,4,58.45
2024-1200692,138,122.94
2024-1200693,107,8.34
2024-1200695,27,77.03
2024-1200695,27,77.03
2024-1200697,28,71.02
2024-1200698,6,27.39
2024-1200699,33,99.53
2024-1200700,8,95.09
2024-1200701,113,54.52
2024-1200702,16,36.82
2024-1200702,16,36.82
2024-1200706,298,81.56
2024-1200707,36,28.71
2024-1200707,36,28.71
2024-1200708,103,65.33
2024-1200709,18,16.4
2024-1200712,26,11.08
2024-1200716,21,74.62
2024-1200716,13,6.5
2024-1200716,21,74.62
2024-1200717,166,40.68
2024-1200717,166,40.68
2024-1200718,23,34.5
2024-1200720,5,19.03
2024-1200722,44,3.1
2024-1200722,45,5.0
2024-1200724,30,58.01
2024-1200724,30,58.01
2024-1200725,40,66.1
2024-1200725,40,66.1
2024-1200726,83,43.06
2024-1200727,27,33.0
2024-1200727,27,33.0
2024-1200728,50,88.29
2024-1200731,11,59.63
2024-1200731,11,59.63
2024-1200732,15,32.0
2024-1200732,15,32.0
2024-1200735,7,54.45
2024-1200735,7,54.45
2024-1200738,165,233.2
2024-1200738,165,233.2
2024-1200742,15,39.05
2024-1200743,1,26.03
2024-1200744,47,6.02
2024-1200746,26,71.82
2024-1200748,11,100.28
2024-1200750,12,70.6
2024-1200750,12,70.6
2024-1200751,37,32.01
2024-1200751,37,32.01
2024-1200754,40,9.95
2024-1200755,114,19.04
2024-1200755,114,19.04
2024-1200756,6,24.24
2024-1200756,6,24.24
2024-1200758,2,15.23
2024-1200762,10,16.5
2024-1200763,7,35.56
2024-1200764,32,31.77
2024-1200764,32,31.77
2024-1200765,38,45.03
2024-1200765,38,45.03
2024-1200766,13,34.05
2024-1200767,12,16.04
2024-1200768,38,140.33
2024-1200773,21,29.48
2024-1200775,227,61.53
2024-1200775,227,61.53
2024-1200776,22,17.7
2024-1200777,148,61.87
2024-1200778,3,107.4
2024-1200779,59,50.84
2024-1200779,59,50.84
2024-1200780,33,9.6
2024-1200782,206,9.8
2024-1200783,3,350.02
2024-1200788,136,52.76
2024-1200788,136,52.76
2024-1200793,11,8.1
2024-1200797,36,62.1
2024-1200797,36,62.1
2024-1200798,22,31.81
2024-1200798,22,31.81
2024-1200800,7,18.05
2024-1200801,1,20.63
2024-1200803,16,25.7
2024-1200803,16,25.7
2024-1200804,18,9.91
2024-1200805,6003,24.8
2024-1200805,6003,24.8
2024-1200807,152,8.65
2024-1200808,19,108.09
2024-1200812,191,45.74
2024-1200814,10,24.69
2024-1200814,10,24.69
2024-1200817,21,179.2
2024-1200819,4,51.12
2024-1200819,4,51.12
2024-1200821,19,6.01
2024-1200823,34,42.3
2024-1200827,1130,15.01
2024-1200832,29,74.9
2024-1200832,29,74.9
2024-1200833,421,27.46
2024-1200834,1075,100.0
2024-1200835,3,62.79
2024-1200836,31,131.71
2024-1200838,138,54.64
2024-1200838,138,54.64
2024-1200841,50,11.98
2024-1200842,12,23.63
2024-1200845,11,38.5
2024-1200845,11,38.5
2024-1200851,8,92.1
2024-1200854,7,71.33
2024-1200854,7,71.33
2024-1200855,31,45.03
2024-1200858,11,23.66
2024-1200858,11,23.66
2024-1200861,34,47.48
2024-1200861,34,47.48
2024-1200863,20,39.63
2024-1200863,20,39.63
2024-1200864,17,50.85
2024-1200864,17,50.85
2024-1200867,8,69.4
2024-1200868,36,101.25
2024-1200868,36,101.25
2024-1200869,11,64.76
2024-1200870,65,91.5
2024-1200873,232,24.31
2024-1200874,27,17.66
2024-1200876,4,105.4
2024-1200876,4,105.4
2024-1200878,171,25.3
2024-1200878,171,25.3
2024-1200879,1003,54.62
2024-1200879,1003,54.62
2024-1200880,23,34.11
2024-1200880,23,34.11
2024-1200882,416,56.85
2024-1200882,416,56.85
2024-1200883,11,10.27
2024-1200885,14,6.87
2024-1200886,237,30.36
2024-1200886,237,30.36
2024-1200888,126,55.52
2024-1200888,126,55.52
2024-1200889,16,11.0
2024-1200890,33,70.34
2024-1200890,33,70.34
2024-1200891,12,22.67
2024-1200892,28,38.37
2024-1200893,213,89.45
2024-1200893,213,89.45
2024-1200893,214,33.84
2024-1200893,214,33.84
2024-1200896,115,115.0
2024-1200898,124,17.71
2024-1200898,124,17.71
2024-1200899,10,55.69
2024-1200899,10,55.69
2024-1200900,49,9.94
2024-1200900,50,18.0
2024-1200900,47,7.88
2024-1200901,37,65.34
2024-1200901,37,65.34
2024-1200903,3,21.28
2024-1200904,2,33.56
2024-1200905,45,25.76
2024-1200906,17,48.16
2024-1200907,97,18.89
2024-1200910,3,17.8
2024-1200911,64,26.0
2024-1200911,64,26.0
2024-1200912,9,24.02
2024-1200914,26,26.68
2024-1200916,605,30.12
2024-1200916,605,30.12
2024-1200917,79,34.15
2024-1200917,79,34.15
2024-1200918,131,11.22
2024-1200918,133,15.97
2024-1200918,130,13.37
2024-1200922,152,17.6
2024-1200923,33,29.03
2024-1200923,33,29.03
2024-1200924,2,114.66
2024-1200925,1071,24.68
2024-1200928,69,82.09
2024-1200935,320,74.0
2024-1200936,14,44.06
2024-1200936,14,44.06
2024-1200937,22,40.46
2024-1200937,22,40.46
2024-1200940,33,48.13
2024-1200942,24,112.0
2024-1200942,24,112.0
2024-1200948,99,25.78
2024-1200948,99,25.78
2024-1200951,5,31.87
2024-1200952,28,126.2
2024-1200954,24,28.9
2024-1200954,24,28.9
2024-1200955,35,48.0
2024-1200955,35,48.0
2024-1200957,31,52.16
2024-1200957,31,52.16
2024-1200958,95,40.35
2024-1200959,25,9.72
2024-1200960,1,43.78
2024-1200960,5,43.15
2024-1200962,345,10.0
2024-1200963,49,191.68
2024-1200966,35,15.51
2024-1200969,27,6.63
2024-1200969,27,6.63
2024-1200969,27,6.63
2024-1200970,24,93.04
2024-1200970,24,93.04
2024-1200971,76,20.88
2024-1200972,10,9.03
2024-1200973,1342,37.38
2024-1200973,1342,37.38
2024-1200974,12,42.82
2024-1200976,162,30.11
2024-1200977,13,26.57
2024-1200978,20,14.52
2024-1200980,27,32.35
2024-1200980,27,32.35
2024-1200981,1,45.8
2024-1200988,28,57.62
2024-1200989,2014,69.78
2024-1200989,2014,69.78
2024-1200990,3,80.67
2024-1200990,3,80.67
2024-1200991,24,26.85
2024-1200991,24,26.85
2024-1200994,27,18.88
2024-1200996,104,3.83
2024-1200996,52,24.52
2024-1200996,51,74.64
2024-1200996,105,7.2
2024-1200996,111,6.45
2024-1200996,103,6.95
2024-1200996,102,6.67
2024-1200997,116,8.53
2024-1200997,54,31.25
2024-1200997,72,20.5
2024-1200997,53,18.05
2024-1200997,114,15.25
2024-1200997,115,16.75
2024-1200997,63,11.55
2024-1200997,70,24.15
2024-1200999,138,66.25
2024-1201000,1068,83.25
2024-1201000,1068,83.25
2024-1201001,3,21.23
2024-1201003,19,16.91
2024-1201004,14,38.01
2024-1201004,14,38.01
2024-1201005,93,23.88
2024-1201005,93,23.88
2024-1201007,223,28.0
2024-1201007,223,28.0
2024-1201009,28,68.0
2024-1201011,129,77.1
2024-1201011,129,77.1
2024-1201012,22,28.71
2024-1201013,36,15.54
2024-1201013,36,15.54
2024-1201016,51,31.46
2024-1201016,51,31.46
2024-1201018,115,17.89
2024-1201020,55,55.0
2024-1201022,12,10.09
2024-1201024,10,56.49
2024-1201024,10,56.49
2024-1201025,21,10.69
2024-1201027,34,31.13
2024-1201027,34,31.13
2024-1201028,17,11.12
2024-1201029,27,41.7
2024-1201029,27,41.7
2024-1201029,27,41.7
2024-1201031,32,26.0
2024-1201031,32,26.0
2024-1201032,104,107.88
2024-1201035,29,18.45
2024-1201036,13,14.5
2024-1201037,188,75.49
2024-1201037,188,75.49
2024-1201037,188,75.49
2024-1201042,28,35.9
2024-1201043,164,47.33
2024-1201048,17,8.2
2024-1201052,15,22.6
2024-1201053,1,76.71
2024-1201053,1,76.71
2024-1201057,19,49.0
2024-1201058,13,1.0
2024-1201058,13,1.0
2024-1201059,104,28.51
2024-1201059,104,28.51
2024-1201060,37,11.55
2024-1201061,47,31.04
2024-1201063,121,41.04
2024-1201068,109,42.26
2024-1201068,109,42.26
2024-1201069,7,121.0
2024-1201069,7,121.0
2024-1201071,93,50.0
2024-1201071,93,50.0
2024-1201072,20,101.85
2024-1201072,20,101.85
2024-1201073,15,18.54
2024-1201074,126,21.4
2024-1201076,26,18.49
2024-1201077,13,74.01
2024-1201077,13,74.01
2024-1201080,18,32.31
2024-1201081,34,20.29
2024-1201082,41,42.16
2024-1201082,41,42.16
2024-1201083,32,58.83
2024-1201083,32,58.83
2024-1201083,32,58.83
2024-1201084,12,10.54
2024-1201087,12,31.02
2024-1201090,21,44.95
2024-1201090,21,44.95
2024-1201091,15,76.23
2024-1201091,15,76.23
2024-1201091,15,76.23
2024-1201092,10,42.96
2024-1201092,10,42.96
2024-1201094,25,15.86
2024-1201095,112,32.88
2024-1201097,315,31.92
2024-1201097,315,31.92
2024-1201098,25,7.61
2024-1201099,107,54.48
2024-1201100,16,7.71
2024-1201102,44,92.25
2024-1201102,44,92.25
2024-1201102,44,92.25
2024-1201102,44,92.25
2024-1201104,1206,55.38
2024-1201104,1206,55.38
2024-1201105,35,41.49
2024-1201108,1,70.4
2024-1201108,1,70.4
2024-1201110,62,26.71
2024-1201112,13,39.4
2024-1201113,34,59.72
2024-1201114,1,42.41
2024-1201114,1,42.41
2024-1201115,22,59.92
2024-1201115,22,59.92
2024-1201117,11,98.43
2024-1201117,11,98.43
2024-1201118,12,35.41
2024-1201118,12,35.41
2024-1201119,28,57.04
2024-1201119,28,57.04
2024-1201120,16,129.76
2024-1201120,16,129.76
2024-1201121,45,22.47
2024-1201126,25,38.05
2024-1201126,25,38.05
2024-1201127,3299,58.95
2024-1201127,3299,58.95
2024-1201128,723,33.25
2024-1201129,209,85.79
2024-1201130,1,21.61
2024-1201130,1,21.61
2024-1201132,27,69.19
2024-1201132,27,69.19
2024-1201132,27,69.19
2024-1201134,7,26.5
2024-1201135,206,36.02
2024-1201135,206,36.02
2024-1201136,79,15.45
2024-1201140,34,28.74
2024-1201141,28,15.05
2024-1201143,1054,45.52
2024-1201143,1054,45.52
2024-1201144,323,31.6
2024-1201145,1223,30.77
2024-1201145,1223,30.77
2024-1201146,52,36.14
2024-1201147,3,13.82
2024-1201149,12,46.51
2024-1201149,12,46.51
2024-1201150,8,31.96
2024-1201153,48,68.47
2024-1201159,176,11.1
2024-1201161,12,35.05
2024-1201161,12,35.05
2024-1201164,15,36.83
2024-1201164,15,36.83
2024-1201165,5,60.11
2024-1201167,38,208.85
2024-1201170,59,26.17
2024-1201172,13,16.14
2024-1201173,4,24.0
2024-1201175,1,68.1
2024-1201177,139,45.26
2024-1201177,139,45.26
2024-1201179,10,78.59
2024-1201182,39,13.25
2024-1201185,16,67.65
2024-1201185,21,6.1
2024-1201185,20,5.4
2024-1201186,20,21.28
2024-1201186,20,21.28
2024-1201187,10,36.5
2024-1201189,13,22.05
2024-1201189,13,22.05
2024-1201190,26,12.57
2024-1201195,125,19.49
2024-1201196,17,23.51
2024-1201197,41,16.09
2024-1201199,19,15.86
2024-1201200,13,30.63
2024-1201202,13,37.91
2024-1201202,13,37.91
2024-1201206,33,277.4
2024-1201211,10,40.65
2024-1201213,5,37.61
2024-1201213,5,37.61
2024-1201214,10,33.03
2024-1201214,10,33.03
2024-1201215,12,98.55
2024-1201215,12,98.55
2024-1201216,10,86.54
2024-1201217,4,36.52
2024-1201217,4,36.52
2024-1201219,7,17.38
2024-1201221,31,34.25
2024-1201222,22,16.19
2024-1201223,95,57.05
2024-1201224,34,34.0
2024-1201224,34,34.0
2024-1201225,24,33.31
2024-1201226,14,21.84
2024-1201226,14,21.84
2024-1201227,14,27.45
2024-1201227,14,27.45
2024-1201230,71,64.4
2024-1201241,48,73.36
2024-1201242,16,26.2
2024-1201243,43,52.13
2024-1201247,1,62.16
2024-1201247,2,45.43
2024-1201247,2,10.22
2024-1201248,60,15.04
2024-1201249,36,44.88
2024-1201257,27,13.3
2024-1201264,14,19.27
2024-1201272,19,43.51
2024-1201273,12,53.81
2024-1201273,12,53.81
2024-1201275,36,31.54
2024-1201276,21,20.77
2024-1201276,21,20.77
2024-1201277,90,33.28
2024-1201277,90,33.28
2024-1201278,8,92.35
2024-1201278,8,92.35
2024-1201279,34,29.76
2024-1201280,3,11.08
2024-1201282,7,58.81
2024-1201285,23,77.32
2024-1201287,19,14.18
2024-1201287,19,14.18
2024-1201290,11,99.08
2024-1201291,208,64.77
2024-1201291,208,64.77
2024-1201295,20,18.3
2024-1201296,160,9.01
2024-1201297,24,70.04
2024-1201298,142,81.5
2024-1201298,143,109.2
2024-1201299,30,21.64
2024-1201302,20,26.69
2024-1201303,132,85.14
2024-1201304,6,12.03
2024-1201306,12,34.58
2024-1201306,12,34.58
2024-1201309,1498,57.43
2024-1201311,241,56.11
2024-1201311,241,56.11
2024-1201314,134,33.34
2024-1201314,134,33.34
2024-1201315,22,56.57
2024-1201316,24,17.01
2024-1201316,24,17.01
2024-1201317,2,42.04
2024-1201318,222,10.69
2024-1201319,28,40.01
2024-1201320,15,26.84
2024-1201321,56,48.45
2024-1201322,28,51.57
2024-1201322,28,51.57
2024-1201324,42,36.95
2024-1201324,42,36.95
2024-1201325,54,41.14
2024-1201326,103,93.06
2024-1201326,103,93.06
2024-1201328,31,19.56
2024-1201329,43,22.65
2024-1201330,12,48.83
2024-1201333,22,23.09
2024-1201335,73,51.06
2024-1201335,87,20.0
2024-1201335,73,51.06
2024-1201339,11,55.51
2024-1201340,10,94.05
2024-1201340,10,94.05
2024-1201343,135,58.03
2024-1201343,135,58.03
2024-1201344,13,12.07
2024-1201345,1,43.95
2024-1201346,5,48.32
2024-1201346,5,48.32
2024-1201348,31,9.2
2024-1201349,31,59.56
2024-1201352,401,173.57
2024-1201352,401,173.57
2024-1201353,18,10.67
2024-1201355,8,30.29
2024-1201356,6,15.75
2024-1201357,19,42.65
2024-1201357,19,42.65
2024-1201358,1142,68.14
2024-1201358,1142,68.14
2024-1201359,14,128.47
2024-1201359,14,128.47
2024-1201361,21,22.81
2024-1201362,32,26.64
2024-1201364,21,10.11
2024-1201364,21,10.11
2024-1201365,8,152.02
2024-1201365,8,152.02
2024-1201368,13,39.03
2024-1201368,13,39.03
2024-1201369,6,96.6
2024-1201369,6,96.6
2024-1201371,1,115.35
2024-1201371,1,115.35
2024-1201371,1,115.35
2024-1201372,23,15.44
2024-1201373,20,55.07
2024-1201373,20,55.07
2024-1201374,57,47.28
2024-1201375,19,53.67
2024-1201375,19,53.67
2024-1201376,10,41.14
2024-1201376,10,41.14
2024-1201376,10,41.14
2024-1201378,2,17.87
2024-1201378,2,17.87
2024-1201379,10,64.4
2024-1201379,10,64.4
2024-1201380,13,105.8
2024-1201380,13,105.8
2024-1201382,51,38.37
2024-1201383,16,47.5
2024-1201383,16,47.5
2024-1201383,16,47.5
2024-1201385,17,57.72
2024-1201385,17,57.72
2024-1201386,39,33.21
2024-1201386,39,33.21
2024-1201388,18,35.78
2024-1201388,18,35.78
2024-1201392,62,9.79
2024-1201395,1,26.18
2024-1201395,1,26.18
2024-1201397,40,36.49
2024-1201399,12,45.69
2024-1201399,12,45.69
2024-1201400,29,70.42
2024-1201401,19,32.21
2024-1201401,19,32.21
2024-1201402,1079,42.51
2024-1201403,18,7.93
2024-1201405,200,45.1
2024-1201405,200,45.1
2024-1201408,108,27.71
2024-1201410,16,33.34
2024-1201410,16,33.34
2024-1201414,35,106.02
2024-1201414,35,106.02
2024-1201414,35,106.02
2024-1201415,143,100.66
2024-1201415,143,100.66
2024-1201417,5,52.88
2024-1201419,36,98.62
2024-1201419,36,98.62
2024-1201419,36,98.62
2024-1201422,8,81.03
2024-1201424,33,21.24
2024-1201425,14,24.64
2024-1201425,14,24.64
2024-1201426,36,28.68
2024-1201426,36,28.68
2024-1201427,7,75.07
2024-1201427,7,75.07
2024-1201428,18,11.6
2024-1201431,26,7.39
2024-1201432,2,48.46
2024-1201432,2,48.46
2024-1201433,2,52.96
2024-1201433,2,52.96
2024-1201434,95,88.2
2024-1201435,22,32.67
2024-1201436,18,13.04
2024-1201436,18,13.04
2024-1201442,17,42.01
2024-1201444,1171,69.78
2024-1201444,1171,69.78
2024-1201445,14,44.03
2024-1201445,14,44.03
2024-1201446,59,181.59
2024-1201446,59,181.59
2024-1201472,57,12.82
2024-1201473,19,21.91
2024-1201477,14,79.23
2024-1201477,14,79.23
2024-1201479,2,90.68
2024-1201479,2,90.68
2024-1201481,12,62.51
2024-1201484,34,106.56
2024-1201484,34,106.56
2024-1201485,212,63.37
2024-1201485,212,63.37
2024-1201493,26,8.5
2024-1201494,24,28.6
2024-1201496,152,18.67
2024-1201499,17,15.6
2024-1201516,11,28.7
2024-1201516,11,28.7
2024-1201517,20,50.07
2024-1201517,20,50.07
2024-1201522,33,41.59
2024-1201522,33,41.59
2024-1201523,81,132.0
2024-1201526,53,35.88
2024-1201526,53,35.88
2024-1201527,8,91.56
2024-1201529,10,39.08
2024-1201529,10,39.08
2024-1201530,24,14.69
2024-1201532,115,166.09
2024-1201532,115,166.09
2024-1201532,115,166.09
2024-1201533,107,29.07
2024-1201534,20,29.16
2024-1201534,20,29.16
2024-1201535,68,43.82
2024-1201535,68,43.82
2024-1201540,9,28.47
2024-1201540,9,28.47
2024-1201542,6,56.0
2024-1201542,6,56.0
2024-1201544,57,26.03
2024-1201547,8,76.89
2024-1201547,8,76.89
2024-1201553,7,10.57
2024-1201555,10,22.0
2024-1201556,14,37.0
2024-1201556,14,37.0
2024-1201558,22,47.33
2024-1201558,22,47.33
2024-1201563,106,32.04
2024-1201563,106,32.04
2024-1201566,4,81.98
2024-1201566,4,81.98
2024-1201567,5,131.61
2024-1201567,5,131.61
2024-1201568,13,74.57
2024-1201569,40,23.81
2024-1201569,40,23.81
2024-1201571,18,7.94
2024-1201573,13,58.82
2024-1201573,13,58.82
2024-1201581,47,14.71
2024-1201582,21,98.63
2024-1201582,21,98.63
2024-1201586,1,47.33
2024-1201587,130,67.05
2024-1201587,130,67.05
2024-1201587,130,67.05
2024-1201588,300,38.02
2024-1201591,220,88.91
2024-1201591,220,88.91
2024-1201593,11,93.9
2024-1201593,11,93.9
2024-1201594,81,50.16
2024-1201594,81,50.16
2024-1201599,49,68.0
2024-1201601,106,14.3
2024-1201602,17,40.33
2024-1201602,17,40.33
2024-1201605,18,88.76
2024-1201605,18,88.76
2024-1201607,44,44.67
2024-1201607,44,44.67
2024-1201608,15,15.83
2024-1201612,38,70.62
2024-1201612,38,70.62
2024-1201613,10,31.95
2024-1201614,4,16.05
2024-1201614,4,16.05
2024-1201616,4,15.0
2024-1201617,13,19.72
2024-1201618,146,48.1
2024-1201618,146,48.1
2024-1201619,30,53.04
2024-1201620,18,19.66
2024-1201622,18,10.21
2024-1201625,23,48.6
2024-1201627,23,22.19
2024-1201627,23,22.19
2024-1201628,16,43.07
2024-1201628,16,43.07
2024-1201631,8,133.22
2024-1201631,8,133.22
2024-1201632,45,64.56
2024-1201632,45,64.56
2024-1201633,114,47.9
2024-1201635,38,25.26
2024-1201639,25,101.78
2024-1201639,25,101.78
2024-1201640,17,75.85
2024-1201640,17,75.85
2024-1201645,1,116.0
2024-1201647,3,31.03
2024-1201648,7,108.41
2024-1201649,9,65.91
2024-1201650,74,24.42
2024-1201651,27,28.89
2024-1201651,27,28.89
2024-1201653,508,62.98
2024-1201653,508,62.98
2024-1201653,508,62.98
2024-1201654,12,48.45
2024-1201655,12,45.66
2024-1201655,12,45.66
2024-1201658,6,40.06
2024-1201658,6,40.06
2024-1201662,44,29.0
2024-1201663,114,57.15
2024-1201666,13,61.66
2024-1201666,13,61.66
2024-1201669,14,31.44
2024-1201671,27,14.38
2024-1201671,27,14.38
2024-1201673,20,36.1
2024-1201673,20,36.1
2024-1201674,11,31.11
2024-1201676,138,78.54
2024-1201676,138,78.54
2024-1201677,32,49.58
2024-1201677,32,49.58
2024-1201678,1,40.4
2024-1201680,26,23.0
2024-1201686,23,25.62
2024-1201687,28,27.97
2024-1201688,15,46.62
2024-1201688,15,46.62
2024-1201693,150,42.51
2024-1201695,28,31.07
2024-1201695,28,31.07
2024-1201696,22,101.25
2024-1201699,54,40.05
2024-1201699,54,40.05
2024-1201700,49,20.13
2024-1201701,284,71.11
2024-1201701,284,71.11
2024-1201701,284,71.11
2024-1201703,27,20.0
2024-1201704,125,72.75
2024-1201704,125,72.75
2024-1201705,3,96.62
2024-1201705,3,96.62
2024-1201706,24,8.0
2024-1201708,34,27.68
2024-1201708,34,27.68
2024-1201709,22,74.73
2024-1201709,22,74.73
2024-1201709,22,74.73
2024-1201710,9,52.1
2024-1201711,304,33.15
2024-1201712,1,56.31
2024-1201712,1,56.31
2024-1201713,21,21.3
2024-1201716,76,34.58
