id_mutation;code_commune;annee;valeur_fonciere;type_local;surface_reelle_bati;nombre_pieces_principales;prix_m2
2021-1690827;75119;2021;504940.0;Appartement;48.0;3.0;10519.583333333334
2021-1690829;75118;2021;510000.0;Appartement;56.0;2.0;9107.142857142857
2021-1690830;75117;2021;750000.0;Appartement;65.0;4.0;11538.461538461539
2021-1690831;75117;2021;384500.0;Appartement;115.0;7.0;3343.478260869565
2021-1690832;75110;2021;435000.0;Appartement;40.0;2.0;10875.0
2021-1690833;75120;2021;600000.0;Appartement;79.0;3.0;7594.93670886076
2021-1690836;75118;2021;893000.0;Appartement;50.0;3.0;17860.0
2021-1690836;75118;2021;893000.0;Appartement;40.0;3.0;22325.0
2021-1690837;75120;2021;615000.0;Appartement;67.0;3.0;9179.10447761194
2021-1690839;75110;2021;310000.0;Appartement;18.0;1.0;17222.222222222223
2021-1690840;75119;2021;225000.0;Appartement;20.0;1.0;11250.0
2021-1690842;75108;2021;1804100.0;Appartement;156.0;5.0;11564.74358974359
2021-1690843;75108;2021;1605500.0;Appartement;120.0;5.0;13379.166666666666
2021-1690845;75109;2021;217000.0;Appartement;18.0;1.0;12055.555555555555
2021-1690846;75109;2021;990000.0;Appartement;13.0;1.0;76153.84615384616
2021-1690846;75109;2021;990000.0;Appartement;45.0;3.0;22000.0
2021-1690847;75108;2021;128000.0;Appartement;17.0;1.0;7529.411764705882
2021-1690848;75117;2021;84445.0;Appartement;10.0;1.0;8444.5
2021-1690849;75117;2021;290000.0;Appartement;28.0;2.0;10357.142857142857
2021-1690850;75117;2021;331360.0;Appartement;31.0;1.0;10689.032258064517
2021-1690851;75110;2021;5000.0;Appartement;111.0;4.0;45.04504504504504
2021-1690852;75117;2021;688250.0;Appartement;57.0;3.0;12074.561403508771
2021-1690856;75110;2021;58500.0;Appartement;18.0;1.0;3250.0
2021-1690857;75119;2021;448311.0;Appartement;40.0;2.0;11207.775
2021-1690859;75118;2021;200000.0;Appartement;38.0;1.0;5263.1578947368425
2021-1690860;75120;2021;415950.0;Appartement;44.0;3.0;9453.40909090909
2021-1690861;75120;2021;240000.0;Appartement;26.0;2.0;9230.76923076923
2021-1690863;75110;2021;274000.0;Appartement;15.0;1.0;18266.666666666668
2021-1690864;75118;2021;570000.0;Appartement;46.0;3.0;12391.304347826086
2021-1690865;75117;2021;524000.0;Appartement;42.0;3.0;12476.190476190477
2021-1690866;75103;2021;750000.0;Appartement;77.0;3.0;9740.25974025974
2021-1690867;75118;2021;2400000.0;Appartement;31.0;2.0;77419.35483870968
2021-1690867;75118;2021;2400000.0;Appartement;18.0;1.0;133333.33333333334
2021-1690867;75118;2021;2400000.0;Appartement;14.0;1.0;171428.57142857142
2021-1690867;75118;2021;2400000.0;Appartement;31.0;2.0;77419.35483870968
2021-1690867;75118;2021;2400000.0;Appartement;25.0;1.0;96000.0
2021-1690867;75118;2021;2400000.0;Appartement;20.0;1.0;120000.0
2021-1690867;75118;2021;2400000.0;Appartement;22.0;2.0;109090.90909090909
2021-1690867;75118;2021;2400000.0;Appartement;20.0;2.0;120000.0
2021-1690867;75118;2021;2400000.0;Appartement;43.0;2.0;55813.95348837209
2021-1690867;75118;2021;2400000.0;Appartement;27.0;2.0;88888.88888888889
2021-1690867;75118;2021;2400000.0;Appartement;27.0;1.0;88888.88888888889
2021-1690868;75102;2021;350000.0;Appartement;39.0;1.0;8974.358974358975
2021-1690869;75120;2021;432000.0;Appartement;49.0;2.0;8816.326530612245
2021-1690871;75104;2021;679982.0;Appartement;56.0;2.0;12142.535714285714
2021-1690872;75119;2021;500000.0;Appartement;39.0;3.0;12820.51282051282
2021-1690874;75120;2021;293500.0;Appartement;27.0;2.0;10870.37037037037
2021-1690875;75118;2021;391000.0;Appartement;38.0;2.0;10289.473684210527
2021-1690876;75118;2021;860200.0;Appartement;93.0;4.0;9249.462365591398
2021-1690877;75120;2021;325000.0;Appartement;29.0;1.0;11206.896551724138
2021-1690878;75120;2021;580000.0;Appartement;58.0;3.0;10000.0
2021-1690879;75119;2021;355000.0;Appartement;63.0;2.0;5634.920634920635
2021-1690880;75117;2021;620000.0;Appartement;66.0;3.0;9393.939393939394
2021-1690884;75118;2021;316910.0;Appartement;32.0;2.0;9903.4375
2021-1690885;75117;2021;420000.0;Appartement;34.0;3.0;12352.941176470587
2021-1690887;75118;2021;220000.0;Appartement;21.0;1.0;10476.190476190477
2021-1690888;75119;2021;292000.0;Appartement;34.0;2.0;8588.235294117647
2021-1690889;75118;2021;376600.0;Appartement;30.0;2.0;12553.333333333334
2021-1690891;75119;2021;210000.0;Appartement;34.0;1.0;6176.470588235294
2021-1690892;75104;2021;267250.0;Appartement;18.0;2.0;14847.222222222223
2021-1690893;75117;2021;330200.0;Appartement;32.0;2.0;10318.75
2021-1690895;75118;2021;265000.0;Appartement;30.0;2.0;8833.333333333334
2021-1690896;75109;2021;413000.0;Appartement;35.0;3.0;11800.0
2021-1690900;75120;2021;179000.0;Appartement;17.0;1.0;10529.411764705883
2021-1690901;75118;2021;650000.0;Appartement;58.0;3.0;11206.896551724138
2021-1690902;75108;2021;625000.0;Appartement;151.0;6.0;4139.07284768212
2021-1690902;75108;2021;625000.0;Appartement;60.0;3.0;10416.666666666666
2021-1690904;75117;2021;507000.0;Appartement;41.0;2.0;12365.853658536585
2021-1690905;75117;2021;1325000.0;Appartement;120.0;4.0;11041.666666666666
2021-1690906;75110;2021;789000.0;Appartement;64.0;3.0;12328.125
2021-1690907;75117;2021;1234520.0;Appartement;113.0;4.0;10924.955752212389
2021-1690908;75117;2021;434200.0;Appartement;35.0;2.0;12405.714285714286
2021-1690909;75120;2021;322600.0;Appartement;41.0;3.0;7868.292682926829
2021-1690910;75109;2021;1458500.0;Appartement;117.0;4.0;12465.811965811965
2021-1690911;75118;2021;320000.0;Appartement;27.0;2.0;11851.851851851852
2021-1690912;75118;2021;399000.0;Appartement;36.0;2.0;11083.333333333334
2021-1690914;75117;2021;803000.0;Appartement;79.0;3.0;10164.556962025317
2021-1690916;75118;2021;783450.0;Appartement;60.0;3.0;13057.5
2021-1690918;75109;2021;573000.0;Appartement;45.0;3.0;12733.333333333334
2021-1690920;75118;2021;478479.0;Appartement;53.0;2.0;9027.905660377359
2021-1690922;75117;2021;604550.0;Appartement;48.0;2.0;12594.791666666666
2021-1690923;75104;2021;318000.0;Appartement;18.0;1.0;17666.666666666668
2021-1690924;75101;2021;710000.0;Appartement;58.0;3.0;12241.379310344828
2021-1690925;75119;2021;389630.0;Appartement;57.0;3.0;6835.6140350877195
2021-1690926;75118;2021;516350.0;Appartement;47.0;3.0;10986.170212765957
2021-1690927;75109;2021;310.0;Appartement;14.0;1.0;22.142857142857142
2021-1690929;75119;2021;449400.0;Appartement;49.0;3.0;9171.42857142857
2021-1690930;75109;2021;597360.0;Appartement;48.0;2.0;12445.0
2021-1690931;75117;2021;490000.0;Appartement;48.0;1.0;10208.333333333334
2021-1690932;75110;2021;223000.0;Appartement;19.0;2.0;11736.842105263158
2021-1690933;75110;2021;345000.0;Appartement;39.0;1.0;8846.153846153846
2021-1690936;75120;2021;182000.0;Appartement;19.0;2.0;9578.947368421053
2021-1690937;75118;2021;468200.0;Appartement;30.0;2.0;15606.666666666666
2021-1690939;75108;2021;1100000.0;Appartement;81.0;3.0;13580.246913580248
2021-1690942;75110;2021;713810.0;Appartement;63.0;2.0;11330.317460317461
2021-1690943;75108;2021;652000.0;Appartement;49.0;3.0;13306.122448979591
2021-1690944;75120;2021;446400.0;Appartement;43.0;2.0;10381.39534883721
2021-1690945;75109;2021;446000.0;Appartement;32.0;2.0;13937.5
2021-1690946;75119;2021;727000.0;Appartement;71.0;3.0;10239.43661971831
2021-1690947;75102;2021;380000.0;Appartement;38.0;2.0;10000.0
2021-1690948;75117;2021;370000.0;Appartement;30.0;2.0;12333.333333333334
2021-1690949;75118;2021;330000.0;Appartement;28.0;2.0;11785.714285714286
2021-1690950;75117;2021;210000.0;Appartement;21.0;1.0;10000.0
2021-1690952;75117;2021;442000.0;Appartement;49.0;2.0;9020.408163265307
2021-1690954;75119;2021;200000.0;Appartement;21.0;1.0;9523.809523809523
2021-1690955;75118;2021;339000.0;Appartement;32.0;2.0;10593.75
2021-1690956;75117;2021;100700.0;Appartement;17.0;1.0;5923.529411764706
2021-1690957;75120;2021;230000.0;Appartement;25.0;1.0;9200.0
2021-1690958;75119;2021;373100.0;Appartement;41.0;2.0;9100.0
2021-1690959;75117;2021;1115000.0;Appartement;80.0;3.0;13937.5
2021-1690960;75110;2021;172000.0;Appartement;16.0;1.0;10750.0
2021-1690961;75118;2021;482000.0;Appartement;27.0;2.0;17851.85185185185
2021-1690962;75120;2021;303483.0;Appartement;25.0;2.0;12139.32
2021-1690963;75118;2021;1465880.0;Appartement;110.0;6.0;13326.181818181818
2021-1690964;75120;2021;582500.0;Appartement;45.0;2.0;12944.444444444445
2021-1690965;75120;2021;462534.0;Appartement;48.0;3.0;9636.125
2021-1690966;75110;2021;720000.0;Appartement;60.0;3.0;12000.0
2021-1690967;75118;2021;299500.0;Appartement;28.0;2.0;10696.42857142857
2021-1690968;75119;2021;306000.0;Appartement;33.0;2.0;9272.727272727272
2021-1690970;75120;2021;150000.0;Appartement;18.0;1.0;8333.333333333334
2021-1690971;75118;2021;491100.0;Appartement;42.0;2.0;11692.857142857143
2021-1690972;75103;2021;665000.0;Appartement;55.0;3.0;12090.90909090909
2021-1690973;75117;2021;940000.0;Appartement;62.0;3.0;15161.290322580646
2021-1690974;75117;2021;898000.0;Appartement;64.0;3.0;14031.25
2021-1690975;75109;2021;936650.0;Appartement;72.0;3.0;13009.027777777777
2021-1690976;75120;2021;130000.0;Appartement;13.0;1.0;10000.0
2021-1690977;75120;2021;325000.0;Appartement;35.0;2.0;9285.714285714286
2021-1690978;75120;2021;790000.0;Appartement;91.0;4.0;8681.318681318682
2021-1690979;75119;2021;457263.0;Appartement;38.0;2.0;12033.236842105263
2021-1690980;75117;2021;300000.0;Appartement;34.0;1.0;8823.529411764706
2021-1690981;75110;2021;177260.0;Appartement;21.0;1.0;8440.952380952382
2021-1690982;75118;2021;380000.0;Appartement;41.0;2.0;9268.292682926829
2021-1690983;75117;2021;806400.0;Appartement;60.0;2.0;13440.0
2021-1690984;75119;2021;564600.0;Appartement;81.0;4.0;6970.37037037037
2021-1690985;75118;2021;365000.0;Appartement;37.0;2.0;9864.864864864865
2021-1690986;75117;2021;675000.0;Appartement;55.0;3.0;12272.727272727272
2021-1690987;75109;2021;936500.0;Appartement;82.0;4.0;11420.731707317073
2021-1690988;75109;2021;195000.0;Appartement;20.0;1.0;9750.0
2021-1690989;75103;2021;500000.0;Appartement;41.0;1.0;12195.121951219513
2021-1690990;75110;2021;250000.0;Appartement;20.0;2.0;12500.0
2021-1690991;75119;2021;100000.0;Appartement;10.0;1.0;10000.0
2021-1690992;75120;2021;650000.0;Appartement;77.0;4.0;8441.558441558442
2021-1690993;75101;2021;1200000.0;Appartement;88.0;3.0;13636.363636363636
2021-1690995;75118;2021;370000.0;Appartement;20.0;1.0;18500.0
2021-1690996;75119;2021;394000.0;Appartement;56.0;3.0;7035.714285714285
2021-1690997;75110;2021;446900.0;Appartement;35.0;2.0;12768.57142857143
2021-1690998;75117;2021;608991.0;Appartement;56.0;3.0;10874.839285714286
2021-1691000;75120;2021;5993991.0;Appartement;62.0;3.0;96677.2741935484
2021-1691000;75120;2021;5993991.0;Appartement;58.0;3.0;103344.6724137931
2021-1691000;75120;2021;5993991.0;Appartement;80.0;4.0;74924.8875
2021-1691001;75109;2021;183800.0;Appartement;16.0;1.0;11487.5
2021-1691003;75120;2021;606500.0;Appartement;54.0;3.0;11231.481481481482
2021-1691004;75119;2021;385000.0;Appartement;45.0;1.0;8555.555555555555
2021-1691005;75119;2021;1450000.0;Maison;90.0;6.0;16111.111111111111
2021-1691006;75119;2021;127500.0;Appartement;20.0;1.0;6375.0
2021-1691007;75118;2021;321000.0;Appartement;31.0;2.0;10354.838709677419
2021-1691008;75109;2021;113000.0;Appartement;14.0;1.0;8071.428571428572
2021-1691009;75120;2021;750000.0;Appartement;80.0;3.0;9375.0
2021-1691010;75119;2021;700000.0;Appartement;78.0;4.0;8974.358974358975
2021-1691012;75119;2021;692000.0;Appartement;100.0;5.0;6920.0
2021-1691013;75117;2021;47000.0;Appartement;5.0;1.0;9400.0
2021-1691014;75110;2021;157000.0;Appartement;11.0;1.0;14272.727272727272
2021-1691014;75110;2021;157000.0;Appartement;25.0;2.0;6280.0
2021-1691016;75120;2021;330000.0;Appartement;40.0;2.0;8250.0
2021-1691017;75117;2021;455000.0;Appartement;45.0;2.0;10111.111111111111
2021-1691018;75103;2021;1240000.0;Appartement;88.0;4.0;14090.90909090909
2021-1691019;75117;2021;1093500.0;Appartement;14.0;1.0;78107.14285714286
2021-1691019;75117;2021;1093500.0;Appartement;57.0;3.0;19184.21052631579
2021-1691020;75110;2021;287000.0;Appartement;33.0;1.0;8696.969696969696
2021-1691021;75109;2021;295000.0;Appartement;24.0;1.0;12291.666666666666
2021-1691022;75117;2021;452500.0;Appartement;34.0;2.0;13308.823529411764
2021-1691024;75117;2021;1075000.0;Appartement;99.0;3.0;10858.585858585859
2021-1691025;75118;2021;270000.0;Appartement;32.0;2.0;8437.5
2021-1691026;75119;2021;576610.0;Appartement;51.0;2.0;11306.078431372549
2021-1691027;75110;2021;730000.0;Appartement;60.0;3.0;12166.666666666666
2021-1691028;75108;2021;277210.0;Appartement;26.0;2.0;10661.923076923076
2021-1691029;75119;2021;352000.0;Appartement;32.0;1.0;11000.0
2021-1691030;75118;2021;420000.0;Appartement;23.0;2.0;18260.869565217392
2021-1691030;75118;2021;420000.0;Appartement;18.0;2.0;23333.333333333332
2021-1691032;75120;2021;700000.0;Appartement;123.0;5.0;5691.056910569106
2021-1691033;75118;2021;826870.0;Appartement;80.0;4.0;10335.875
2021-1691035;75101;2021;525000.0;Appartement;37.0;2.0;14189.18918918919
2021-1691036;75103;2021;895900.0;Appartement;74.0;3.0;12106.756756756757
2021-1691037;75103;2021;1350000.0;Appartement;92.0;4.0;14673.91304347826
2021-1691041;75120;2021;340000.0;Appartement;71.0;4.0;4788.732394366197
2021-1691042;75110;2021;410000.0;Appartement;41.0;2.0;10000.0
2021-1691043;75108;2021;1120400.0;Appartement;88.0;3.0;12731.818181818182
2021-1691045;75120;2021;587000.0;Appartement;59.0;2.0;9949.152542372882
2021-1691046;75119;2021;630000.0;Appartement;75.0;4.0;8400.0
2021-1691048;75110;2021;512000.0;Appartement;55.0;3.0;9309.09090909091
2021-1691049;75118;2021;300000.0;Appartement;38.0;2.0;7894.736842105263
2021-1691051;75119;2021;693000.0;Appartement;75.0;4.0;9240.0
2021-1691052;75108;2021;723000.0;Appartement;44.0;2.0;16431.81818181818
2021-1691053;75117;2021;558500.0;Appartement;41.0;3.0;13621.951219512195
2021-1691054;75117;2021;255660.0;Appartement;25.0;2.0;10226.4
2021-1691056;75103;2021;550000.0;Appartement;36.0;1.0;15277.777777777777
2021-1691057;75103;2021;200000.0;Appartement;27.0;1.0;7407.407407407408
2021-1691058;75119;2021;69899.0;Appartement;26.0;1.0;2688.423076923077
2021-1691058;75119;2021;69899.0;Appartement;33.0;2.0;2118.151515151515
2021-1691058;75119;2021;69899.0;Appartement;26.0;1.0;2688.423076923077
2021-1691058;75120;2021;69899.0;Appartement;19.0;2.0;3678.8947368421054
2021-1691060;75118;2021;261768.0;Appartement;23.0;1.0;11381.217391304348
2021-1691061;75118;2021;125000.0;Appartement;11.0;1.0;11363.636363636364
2021-1691062;75109;2021;1360000.0;Appartement;11.0;1.0;123636.36363636363
2021-1691062;75109;2021;1360000.0;Appartement;110.0;4.0;12363.636363636364
2021-1691064;75110;2021;285000.0;Appartement;22.0;2.0;12954.545454545454
2021-1691065;75110;2021;525400.0;Appartement;60.0;4.0;8756.666666666666
2021-1691067;75109;2021;325000.0;Appartement;27.0;1.0;12037.037037037036
2021-1691068;75119;2021;830000.0;Appartement;106.0;5.0;7830.188679245283
2021-1691069;75110;2021;450000.0;Appartement;42.0;2.0;10714.285714285714
2021-1691071;75118;2021;658700.0;Appartement;55.0;4.0;11976.363636363636
2021-1691072;75118;2021;270000.0;Appartement;33.0;2.0;8181.818181818182
2021-1691074;75119;2021;631275.0;Appartement;47.0;3.0;13431.382978723404
2021-1691075;75117;2021;405000.0;Appartement;35.0;2.0;11571.42857142857
2021-1691076;75118;2021;635000.0;Appartement;66.0;3.0;9621.212121212122
2021-1691077;75110;2021;396000.0;Appartement;47.0;3.0;8425.531914893618
2021-1691078;75119;2021;433000.0;Appartement;45.0;2.0;9622.222222222223
2021-1691079;75118;2021;283000.0;Appartement;30.0;1.0;9433.333333333334
2021-1691080;75110;2021;698000.0;Appartement;59.0;3.0;11830.50847457627
2021-1691081;75119;2021;1224000.0;Appartement;106.0;4.0;11547.169811320755
2021-1691082;75109;2021;333000.0;Appartement;27.0;1.0;12333.333333333334
2021-1691083;75103;2021;29990.0;Appartement;17.0;1.0;1764.1176470588234
2021-1691084;75120;2021;305504.0;Appartement;31.0;2.0;9854.967741935483
2021-1691085;75110;2021;340000.0;Appartement;40.0;2.0;8500.0
2021-1691086;75117;2021;100000.0;Appartement;102.0;4.0;980.3921568627451
2021-1691087;75120;2021;440000.0;Appartement;38.0;3.0;11578.947368421053
2021-1691090;75119;2021;448000.0;Appartement;48.0;2.0;9333.333333333334
2021-1691091;75109;2021;935000.0;Appartement;66.0;4.0;14166.666666666666
2021-1691092;75108;2021;485760.0;Appartement;33.0;2.0;14720.0
2021-1691093;75117;2021;520000.0;Appartement;47.0;3.0;11063.829787234043
2021-1691094;75119;2021;320000.0;Appartement;48.0;3.0;6666.666666666667
2021-1691095;75119;2021;107000.0;Appartement;17.0;1.0;6294.117647058823
2021-1691098;75120;2021;340000.0;Appartement;32.0;2.0;10625.0
2021-1691099;75120;2021;228300.0;Appartement;21.0;1.0;10871.42857142857
2021-1691101;75117;2021;317000.0;Appartement;30.0;2.0;10566.666666666666
2021-1691102;75103;2021;495000.0;Appartement;45.0;2.0;11000.0
2021-1691103;75118;2021;265000.0;Appartement;32.0;1.0;8281.25
2021-1691104;75119;2021;1438100.0;Appartement;100.0;5.0;14381.0
2021-1691105;75117;2021;292100.0;Appartement;42.0;3.0;6954.761904761905
2021-1691106;75119;2021;335000.0;Appartement;25.0;2.0;13400.0
2021-1691107;75117;2021;422000.0;Appartement;42.0;1.0;10047.619047619048
2021-1691108;75118;2021;370000.0;Appartement;30.0;2.0;12333.333333333334
2021-1691110;75117;2021;1500000.0;Appartement;113.0;5.0;13274.336283185841
2021-1691111;75118;2021;205000.0;Appartement;16.0;1.0;12812.5
2021-1691113;75119;2021;380000.0;Appartement;40.0;3.0;9500.0
2021-1691114;75118;2021;400000.0;Appartement;36.0;2.0;11111.111111111111
2021-1691115;75118;2021;100000.0;Appartement;10.0;1.0;10000.0
2021-1691116;75108;2021;705000.0;Appartement;26.0;2.0;27115.384615384617
2021-1691117;75119;2021;398000.0;Appartement;44.0;2.0;9045.454545454546
2021-1691118;75103;2021;663500.0;Appartement;35.0;2.0;18957.14285714286
2021-1691119;75103;2021;755000.0;Appartement;57.0;2.0;13245.61403508772
2021-1691120;75120;2021;638400.0;Appartement;70.0;3.0;9120.0
2021-1691121;75117;2021;194000.0;Appartement;18.0;1.0;10777.777777777777
2021-1691123;75108;2021;2409400.0;Appartement;95.0;5.0;25362.105263157893
2021-1691125;75119;2021;157825.0;Appartement;16.0;1.0;9864.0625
2021-1691129;75110;2021;552500.0;Appartement;60.0;3.0;9208.333333333334
2021-1691130;75118;2021;745000.0;Appartement;70.0;3.0;10642.857142857143
2021-1691131;75117;2021;317500.0;Appartement;35.0;2.0;9071.42857142857
2021-1691132;75104;2021;1152000.0;Appartement;84.0;3.0;13714.285714285714
2021-1691133;75118;2021;365000.0;Appartement;31.0;2.0;11774.193548387097
2021-1691134;75117;2021;160000.0;Appartement;18.0;1.0;8888.888888888889
2021-1691135;75117;2021;1080115.2;Appartement;118.0;4.0;9153.518644067795
2021-1691136;75118;2021;289887.0;Appartement;20.0;1.0;14494.35
2021-1691136;75118;2021;289887.0;Appartement;27.0;2.0;10736.555555555555
2021-1691137;75110;2021;420000.0;Appartement;41.0;2.0;10243.90243902439
2021-1691138;75104;2021;429000.0;Appartement;40.0;2.0;10725.0
2021-1691139;75101;2021;615000.0;Appartement;45.0;2.0;13666.666666666666
2021-1691141;75120;2021;339640.0;Appartement;31.0;1.0;10956.129032258064
2021-1691143;75108;2021;281300.0;Appartement;22.0;1.0;12786.363636363636
2021-1691144;75108;2021;440000.0;Appartement;35.0;2.0;12571.42857142857
2021-1691145;75101;2021;1411200.0;Appartement;100.0;5.0;14112.0
2021-1691146;75118;2021;250000.0;Appartement;35.0;2.0;7142.857142857143
2021-1691147;75109;2021;280000.0;Appartement;27.0;1.0;10370.37037037037
2021-1691148;75102;2021;1111800.0;Appartement;100.0;5.0;11118.0
2021-1691149;75103;2021;1339617.2;Appartement;105.0;5.0;12758.259047619047
2021-1691150;75104;2021;645000.0;Appartement;39.0;3.0;16538.46153846154
2021-1691151;75120;2021;1387300.0;Appartement;130.0;4.0;10671.538461538461
2021-1691152;75109;2021;1630000.0;Appartement;120.0;5.0;13583.333333333334
2021-1691153;75120;2021;305000.0;Appartement;25.0;2.0;12200.0
2021-1691154;75120;2021;686800.0;Appartement;83.0;4.0;8274.698795180722
2021-1691155;75118;2021;300000.0;Appartement;28.0;2.0;10714.285714285714
2021-1691156;75120;2021;355000.0;Appartement;44.0;3.0;8068.181818181818
2021-1691157;75102;2021;1467000.0;Appartement;111.0;6.0;13216.216216216217
2021-1691158;75119;2021;700000.0;Appartement;99.0;5.0;7070.707070707071
2021-1691159;75117;2021;631100.0;Appartement;54.0;2.0;11687.037037037036
2021-1691160;75109;2021;695000.0;Appartement;63.0;4.0;11031.746031746032
2021-1691161;75119;2021;185000.0;Appartement;21.0;1.0;8809.52380952381
2021-1691163;75120;2021;417800.0;Appartement;40.0;2.0;10445.0
2021-1691166;75118;2021;167000.0;Appartement;9.0;1.0;18555.555555555555
2021-1691167;75109;2021;291428.0;Appartement;30.0;1.0;9714.266666666666
2021-1691169;75118;2021;413000.0;Appartement;43.0;2.0;9604.651162790698
2021-1691170;75109;2021;335000.0;Appartement;29.0;2.0;11551.724137931034
2021-1691171;75118;2021;165000.0;Appartement;18.0;1.0;9166.666666666666
2021-1691172;75118;2021;406000.0;Appartement;34.0;2.0;11941.176470588236
2021-1691173;75110;2021;166550.0;Appartement;15.0;1.0;11103.333333333334
2021-1691174;75117;2021;542900.0;Appartement;47.0;3.0;11551.063829787234
2021-1691175;75118;2021;354000.0;Appartement;26.0;1.0;13615.384615384615
2021-1691176;75109;2021;580000.0;Appartement;65.0;3.0;8923.076923076924
2021-1691177;75110;2021;734900.0;Appartement;53.0;2.0;13866.037735849057
2021-1691179;75117;2021;365000.0;Appartement;20.0;2.0;18250.0
2021-1691180;75117;2021;538000.0;Appartement;43.0;3.0;12511.627906976744
2021-1691184;75120;2021;565000.0;Appartement;59.0;3.0;9576.271186440677
2021-1691185;75110;2021;800000.0;Appartement;77.0;4.0;10389.61038961039
2021-1691186;75108;2021;104880.0;Appartement;10.0;1.0;10488.0
2021-1691187;75118;2021;104000.0;Appartement;82.0;3.0;1268.2926829268292
2021-1691188;75109;2021;1320000.0;Appartement;93.0;4.0;14193.548387096775
2021-1691189;75110;2021;580000.0;Appartement;73.0;2.0;7945.2054794520545
2021-1691190;75108;2021;1471625.0;Appartement;140.0;5.0;10511.607142857143
2021-1691191;75103;2021;339000.0;Appartement;45.0;2.0;7533.333333333333
2021-1691192;75119;2021;480000.0;Appartement;47.0;3.0;10212.765957446809
2021-1691193;75103;2021;204000.0;Appartement;10.0;1.0;20400.0
2021-1691194;75120;2021;275600.0;Appartement;28.0;3.0;9842.857142857143
2021-1691196;75103;2021;1300000.0;Appartement;87.0;3.0;14942.528735632184
2021-1691197;75117;2021;714500.0;Appartement;36.0;2.0;19847.222222222223
2021-1691197;75117;2021;714500.0;Appartement;30.0;2.0;23816.666666666668
2021-1691199;75120;2021;235000.0;Appartement;27.0;1.0;8703.703703703704
2021-1691200;75118;2021;764850.0;Appartement;80.0;4.0;9560.625
2021-1691202;75102;2021;320000.0;Appartement;27.0;2.0;11851.851851851852
2021-1691205;75109;2021;350000.0;Appartement;30.0;1.0;11666.666666666666
2021-1691207;75119;2021;280000.0;Appartement;28.0;2.0;10000.0
2021-1691209;75118;2021;303380.0;Appartement;35.0;2.0;8668.0
2021-1691210;75118;2021;1082107.0;Appartement;96.0;3.0;11271.947916666666
2021-1691211;75117;2021;1390000.0;Appartement;123.0;5.0;11300.81300813008
2021-1691212;75119;2021;287000.0;Appartement;35.0;1.0;8200.0
2021-1691213;75117;2021;1052125.0;Appartement;106.0;3.0;9925.707547169812
2021-1691214;75104;2021;224820.0;Appartement;68.0;3.0;3306.176470588235
2021-1691216;75110;2021;855000.0;Appartement;82.0;3.0;10426.829268292682
2021-1691217;75118;2021;712000.0;Appartement;53.0;2.0;13433.962264150943
2021-1691218;75119;2021;394700.0;Appartement;55.0;2.0;7176.363636363636
2021-1691220;75118;2021;388000.0;Appartement;20.0;2.0;19400.0
2021-1691221;75109;2021;1300000.0;Appartement;105.0;3.0;12380.952380952382
2021-1691222;75110;2021;90092.4;Appartement;94.0;4.0;958.4297872340425
2021-1691223;75110;2021;275000.0;Appartement;35.0;2.0;7857.142857142857
2021-1691224;75108;2021;1390000.0;Appartement;110.0;5.0;12636.363636363636
2021-1691225;75110;2021;495000.0;Appartement;47.0;1.0;10531.91489361702
2021-1691226;75103;2021;15000000.0;Appartement;28.0;2.0;535714.2857142857
2021-1691226;75103;2021;15000000.0;Appartement;33.0;1.0;454545.45454545453
2021-1691226;75103;2021;15000000.0;Appartement;17.0;1.0;882352.9411764706
2021-1691226;75103;2021;15000000.0;Appartement;79.0;3.0;189873.41772151898
2021-1691226;75103;2021;15000000.0;Appartement;75.0;3.0;200000.0
2021-1691226;75103;2021;15000000.0;Appartement;13.0;1.0;1153846.1538461538
2021-1691226;75103;2021;15000000.0;Appartement;74.0;3.0;202702.7027027027
2021-1691226;75103;2021;15000000.0;Appartement;36.0;2.0;416666.6666666667
2021-1691226;75103;2021;15000000.0;Appartement;25.0;2.0;600000.0
2021-1691226;75103;2021;15000000.0;Appartement;64.0;3.0;234375.0
2021-1691226;75103;2021;15000000.0;Appartement;40.0;3.0;375000.0
2021-1691226;75103;2021;15000000.0;Appartement;42.0;2.0;357142.85714285716
2021-1691226;75103;2021;15000000.0;Appartement;31.0;2.0;483870.96774193546
2021-1691226;75103;2021;15000000.0;Appartement;59.0;3.0;254237.28813559323
2021-1691226;75103;2021;15000000.0;Appartement;38.0;2.0;394736.84210526315
2021-1691226;75103;2021;15000000.0;Appartement;39.0;2.0;384615.3846153846
2021-1691226;75103;2021;15000000.0;Appartement;52.0;2.0;288461.53846153844
2021-1691226;75103;2021;15000000.0;Appartement;34.0;1.0;441176.4705882353
2021-1691226;75103;2021;15000000.0;Appartement;29.0;2.0;517241.3793103448
2021-1691228;75117;2021;183000.0;Appartement;19.0;1.0;9631.578947368422
2021-1691229;75119;2021;391610.0;Appartement;47.0;2.0;8332.127659574468
2021-1691230;75119;2021;183012.0;Appartement;40.0;2.0;4575.3
2021-1691231;75118;2021;360000.0;Appartement;30.0;2.0;12000.0
2021-1691232;75119;2021;413250.0;Appartement;47.0;2.0;8792.553191489362
2021-1691234;75109;2021;218000.0;Appartement;23.0;1.0;9478.260869565218
2021-1691236;75117;2021;1708050.0;Appartement;145.0;5.0;11779.655172413793
