Code Commune,Département,Région,code_region,Taux de logements sociaux (%),geom,centroid,code_departement,Nom Commune,epci,code_epci
75056,Paris,ÎLE-DE-FRANCE,11,21.0,"{""coordinates"": [[[[2.364204281, 48.816398324], [2.363328924, 48.816148135], [2.356232015, 48.815942848], [2.355852301, 48.815922816], [2.35239184, 48.818551006], [2.351253779, 48.817962037], [2.347039462, 48.816046794], [2.346541772, 48.815986515], [2.345190828, 48.816092446], [2.3443556, 48.816015918], [2.344448463, 48.815562238], [2.343013286, 48.816084998], [2.341683723, 48.816330412], [2.33371109, 48.816771018], [2.331898061, 48.81701093], [2.332461042, 48.81824713], [2.3141457, 48.822290535], [2.301315418, 48.825125761], [2.292191836, 48.827141585], [2.289407656, 48.828333842], [2.283585827, 48.830795786], [2.279051931, 48.832489952], [2.275304442, 48.829435496], [2.27279319, 48.827920084], [2.267826453, 48.827835817], [2.267625708, 48.827968596], [2.267338607, 48.831531984], [2.269930761, 48.833011125], [2.268101695, 48.834428159], [2.267475422, 48.834592508], [2.262791525, 48.833923374], [2.255144238, 48.834809549], [2.251709309, 48.838821816], [2.25121623, 48.842890197], [2.252477551, 48.845485576], [2.250515689, 48.845555144], [2.242362313, 48.84765778], [2.24018405, 48.849571313], [2.239770051, 48.849832198], [2.239179627, 48.850042495], [2.22659415, 48.8528119], [2.224219106, 48.853516918], [2.22440745, 48.856154179], [2.225670292, 48.859404562], [2.227181294, 48.862384918], [2.228377351, 48.865380303], [2.230658983, 48.868079567], [2.23173636, 48.869068582], [2.233702275, 48.869897797], [2.235575811, 48.870523135], [2.239225057, 48.871573444], [2.240945305, 48.872341618], [2.241856062, 48.872901389], [2.243010273, 48.873784659], [2.245703788, 48.876459232], [2.246533281, 48.876141591], [2.254817141, 48.874080881], [2.255410337, 48.874263543], [2.258467171, 48.880387263], [2.27748703, 48.877968321], [2.279469949, 48.878531568], [2.279949333, 48.878573124], [2.280897352, 48.882792224], [2.28101352, 48.88297099], [2.284538198, 48.885574097], [2.284459572, 48.885639278], [2.285641616, 48.886554664], [2.291147764, 48.889301571], [2.291633908, 48.889455535], [2.295013183, 48.889874781], [2.298628376, 48.891717152], [2.303774362, 48.894153779], [2.307687317, 48.896010186], [2.312451445, 48.897782318], [2.318520206, 48.899638128], [2.319887175, 48.900459782], [2.320434139, 48.90077585], [2.330147117, 48.901043706], [2.351983536, 48.901484899], [2.365619904, 48.90175755], [2.370301805, 48.901847906], [2.384530046, 48.902147593], [2.389332401, 48.901161349], [2.39083724, 48.900907313], [2.395610585, 48.898169708], [2.397667826, 48.894606196], [2.398236115, 48.892640449], [2.398941655, 48.889532349], [2.399135941, 48.88853238], [2.399251618, 48.88536195], [2.400106665, 48.883821199], [2.401507161, 48.882631206], [2.404575851, 48.88126874], [2.409359836, 48.880255513], [2.410820319, 48.878436176], [2.41245309, 48.876443194], [2.413431064, 48.873140251], [2.413646199, 48.872438026], [2.413932327, 48.869545371], [2.413951256, 48.864712426], [2.414370429, 48.860649458], [2.415286456, 48.855177828], [2.41634113, 48.849233784], [2.416349839, 48.848699611], [2.415663673, 48.844996322], [2.412852033, 48.836216507], [2.412245613, 48.834538915], [2.411471875, 48.833928939], [2.41258659, 48.833778829], [2.413921063, 48.833711627], [2.415968295, 48.833863741], [2.417337888, 48.834188795], [2.422138636, 48.835797661], [2.421585771, 48.836756406], [2.420930486, 48.839329003], [2.420393582, 48.840439809], [2.419538953, 48.841449241], [2.419357556, 48.842321636], [2.419390135, 48.842577212], [2.419848925, 48.843101964], [2.419859968, 48.843456363], [2.421847989, 48.844437291], [2.422435388, 48.844057903], [2.423491923, 48.842655507], [2.423948004, 48.842196335], [2.424347225, 48.841950034], [2.424919696, 48.841807991], [2.427575157, 48.841570706], [2.433544643, 48.841046017], [2.433669709, 48.841197701], [2.437184204, 48.840893218], [2.43795832, 48.844664255], [2.440519707, 48.844439731], [2.440758153, 48.845964349], [2.446646487, 48.845801966], [2.446497283, 48.844967577], [2.447852827, 48.84486322], [2.457843528, 48.843549992], [2.459873498, 48.843181446], [2.461793922, 48.842730532], [2.463741475, 48.842023393], [2.465258517, 48.841173999], [2.46616411, 48.840422587], [2.467319402, 48.839099389], [2.469661829, 48.83678766], [2.469851067, 48.836399077], [2.469724351, 48.835195174], [2.469496032, 48.834471077], [2.468891206, 48.833797471], [2.468485472, 48.833506974], [2.466569253, 48.832520839], [2.465822578, 48.831869966], [2.465426353, 48.831319585], [2.465004468, 48.830349985], [2.464702177, 48.829276591], [2.464610827, 48.828356133], [2.464661941, 48.82762338], [2.465232235, 48.827667302], [2.466178325, 48.827327971], [2.465730572, 48.826226048], [2.465044245, 48.824084285], [2.462867048, 48.820177558], [2.462696063, 48.819059771], [2.461205214, 48.818355149], [2.459115404, 48.817365397], [2.459119229, 48.816996671], [2.458717081, 48.817034424], [2.453452201, 48.817148978], [2.450806759, 48.817728644], [2.449422529, 48.817908449], [2.447786273, 48.817965658], [2.444180902, 48.817875204], [2.442325673, 48.817904339], [2.439853739, 48.818291208], [2.437328615, 48.818176823], [2.437442472, 48.819110909], [2.436924917, 48.819364795], [2.436027654, 48.819592604], [2.434901851, 48.819669132], [2.434144075, 48.819215862], [2.434287751, 48.820158186], [2.432480242, 48.821425831], [2.432890022, 48.82169309], [2.432634431, 48.821900532], [2.432194835, 48.82161964], [2.430370989, 48.822877281], [2.430628081, 48.823157311], [2.429860964, 48.823432461], [2.427958493, 48.823900042], [2.426232967, 48.82412831], [2.424653634, 48.824190873], [2.421826073, 48.824058518], [2.41996252, 48.824080072], [2.416513222, 48.824736022], [2.415303127, 48.824785872], [2.412419993, 48.824749257], [2.411139314, 48.824897649], [2.410104166, 48.825134478], [2.409175132, 48.825502232], [2.407706678, 48.826350269], [2.40492855, 48.828443702], [2.403551182, 48.829175222], [2.40223735, 48.829589567], [2.399205253, 48.828626439], [2.395706663, 48.82772743], [2.394339872, 48.827538843], [2.390072015, 48.825692327], [2.389445425, 48.82534467], [2.386941338, 48.824463064], [2.385225588, 48.82372936], [2.381524148, 48.822410676], [2.380767117, 48.821700748], [2.364204281, 48.816398324]]]], ""type"": ""MultiPolygon""}","48.856615278, 2.342914282",75,Paris,Métropole du Grand Paris,200054781
